,Unnamed: 0,Proud,Participantsex,Levelofeducation,Ashamed,Skilful,Envious,Desprecio,Goodnatured,Inspired,Uneasy,Hateful,Leadersex,Jealous,Frustrated,Maritalstatus,Warm,Capable,Competent,Resentful,Wellintentioned,Assessmentleader,Simpaty,Friendly,Molestia,Disgusted,Pity,Intelligent,Admiring,Age,Respectful,Confident,Trustworthy,Replacementleader,Typeofcompany,Angry,Responsaatribu,Sincere,Efficient,Group1(Competent),Group2(Friendly),Group3(Hateful),Group4(Admiring),Group5(Jealous),Group6(Uneasy)
0,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,4,4,1,1,6,1,1,1,1,1,2,1,53,1,4,1,4,1,1,5,1,4,4.0,1.0,1.0,1.0,1.0,1.0
1,1,1,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,5,4,1,2,6,2,2,1,1,1,5,1,39,1,4,3,1,1,1,6,2,6,5.0,2.0,1.0,1.0,1.0,2.0
2,2,1,1,3,1,3,1,1,3,1,1,1,1,1,1,1,3,3,3,1,3,5,1,3,1,1,1,3,1,24,1,3,3,2,1,1,4,3,3,3.0,3.0,1.0,1.0,1.0,1.0
3,3,1,1,3,1,3,1,1,3,1,1,1,1,1,1,1,3,4,4,1,3,5,1,3,1,1,1,3,1,24,1,3,3,3,1,1,4,3,4,4.0,3.0,1.0,1.0,1.0,1.0
4,4,1,2,1,1,3,1,1,4,1,1,1,1,1,1,2,1,3,3,1,4,4,1,4,1,1,1,3,2,48,1,3,2,3,1,1,3,2,3,3.0,3.0,1.0,1.0,1.0,1.0
5,5,1,2,3,1,3,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,6,1,2,1,1,1,3,1,45,3,3,2,1,1,1,6,1,4,3.0,1.0,1.0,2.0,1.0,1.0
6,6,1,1,3,1,3,1,1,2,1,1,1,1,1,1,4,2,4,4,1,2,6,1,2,1,1,1,3,2,50,2,4,2,4,1,1,5,2,4,4.0,2.0,1.0,2.0,1.0,1.0
7,7,1,1,3,1,4,1,1,1,2,1,1,1,1,1,2,1,5,5,1,4,6,2,2,1,1,1,4,1,49,2,4,3,4,1,1,6,1,5,4.0,2.0,1.0,2.0,1.0,2.0
8,8,1,2,1,1,4,1,1,3,1,1,1,1,1,1,1,3,3,4,1,3,5,2,3,1,1,1,4,2,40,2,4,3,4,1,1,6,3,4,4.0,3.0,1.0,2.0,1.0,2.0
9,9,1,1,4,1,4,1,1,3,1,1,1,1,1,1,2,3,4,4,1,3,5,1,3,1,1,1,4,2,42,2,4,3,2,1,1,5,3,4,4.0,3.0,1.0,2.0,1.0,1.0
10,10,1,1,3,1,3,1,1,2,2,1,1,1,1,1,2,2,3,3,1,2,5,2,2,1,1,1,2,2,42,2,3,2,4,1,1,4,2,3,3.0,2.0,1.0,2.0,1.0,2.0
11,11,1,2,2,1,3,1,1,2,2,2,1,1,1,1,1,2,3,3,1,3,5,2,2,1,1,1,3,1,43,2,3,2,3,1,1,4,2,3,3.0,2.0,1.0,2.0,1.0,2.0
12,12,1,2,5,1,3,1,1,2,1,1,1,1,1,1,1,2,3,3,1,3,3,1,3,1,1,1,4,2,30,3,3,2,2,1,1,3,2,3,3.0,2.0,1.0,2.0,1.0,1.0
13,13,1,1,3,1,4,1,1,2,2,1,1,1,1,1,2,2,4,4,1,3,4,3,2,1,1,1,3,2,47,2,3,3,2,1,1,4,2,3,4.0,2.0,1.0,2.0,1.0,2.0
14,14,2,2,2,1,2,1,1,3,1,2,1,1,1,1,2,2,3,2,1,3,5,2,2,1,1,1,2,1,39,2,3,2,5,1,1,3,3,2,2.0,2.0,1.0,2.0,1.0,2.0
15,15,2,2,0,1,2,1,1,3,1,2,1,1,1,1,2,2,3,2,1,3,5,2,2,1,1,1,2,1,39,2,3,2,5,1,1,3,3,2,2.0,2.0,1.0,2.0,1.0,2.0
16,16,1,2,1,1,4,1,1,3,2,1,1,1,1,1,4,3,4,3,1,3,6,1,2,1,1,1,4,2,49,2,5,3,1,1,1,6,3,4,4.0,3.0,1.0,2.0,1.0,1.0
17,17,2,2,3,1,4,1,1,2,2,1,1,1,1,1,2,1,4,4,1,2,5,1,2,1,1,1,3,2,47,2,4,2,4,1,1,4,2,4,4.0,2.0,1.0,2.0,1.0,1.0
18,18,1,2,3,1,3,1,1,2,2,2,1,1,1,1,1,1,1,3,1,3,5,2,3,1,1,1,3,2,37,2,4,2,4,1,1,4,2,3,3.0,2.0,1.0,2.0,1.0,2.0
19,19,1,1,2,1,3,1,1,2,2,2,1,1,1,1,2,2,4,3,1,2,4,2,3,1,1,1,3,2,40,2,4,2,3,1,1,4,2,3,3.0,2.0,1.0,2.0,1.0,2.0
20,20,1,2,2,1,4,1,1,2,2,2,1,1,1,1,2,2,3,3,1,3,6,2,2,1,1,1,5,2,46,2,3,3,2,1,1,5,3,4,4.0,2.0,1.0,2.0,1.0,2.0
21,21,1,2,2,1,4,1,1,2,2,1,1,1,1,1,1,2,4,4,1,4,5,2,2,1,1,1,4,2,27,3,5,3,2,1,1,5,3,4,4.0,3.0,1.0,2.0,1.0,2.0
22,22,1,1,5,1,4,1,1,2,1,2,1,1,1,1,2,3,4,4,1,4,4,3,2,1,1,1,4,3,46,2,3,4,3,1,1,4,4,3,4.0,3.0,1.0,2.0,1.0,2.0
23,23,1,2,2,1,4,1,1,2,2,1,1,1,1,1,2,2,4,4,1,2,5,1,3,1,1,1,4,3,41,3,5,2,1,1,1,4,2,4,4.0,2.0,1.0,2.0,1.0,1.0
24,24,2,1,4,1,4,1,1,2,2,1,1,1,1,1,2,2,3,4,1,3,5,2,1,1,1,1,3,2,41,3,4,3,3,1,1,5,3,4,4.0,2.0,1.0,2.0,1.0,2.0
25,25,1,2,2,1,3,1,1,2,2,2,1,1,1,1,2,2,3,3,1,3,4,2,3,1,1,1,4,3,35,2,3,3,2,1,1,3,2,4,3.0,2.0,1.0,2.0,1.0,2.0
26,26,1,2,3,1,4,1,1,3,3,2,1,1,1,1,2,2,3,3,1,3,6,2,3,1,1,1,4,1,36,3,3,3,3,1,1,6,3,3,3.0,3.0,1.0,2.0,1.0,2.0
27,27,2,2,1,1,3,1,1,3,2,2,1,1,1,1,4,3,3,3,1,3,4,2,3,1,1,1,3,2,50,2,3,3,2,1,1,4,3,3,3.0,3.0,1.0,2.0,1.0,2.0
28,28,1,2,5,1,4,1,1,3,3,1,1,1,1,1,2,3,4,5,1,3,4,1,3,1,1,1,4,1,41,4,5,3,1,1,1,6,3,5,4.0,3.0,1.0,2.0,1.0,1.0
29,29,1,2,5,1,4,1,1,3,3,1,1,1,1,1,2,3,4,5,1,3,4,1,3,1,1,1,4,1,41,4,5,3,1,1,1,6,3,5,4.0,3.0,1.0,2.0,1.0,1.0
30,30,1,1,4,1,5,1,1,3,1,3,1,1,1,1,1,2,3,4,1,4,6,2,3,1,1,1,3,3,55,2,4,5,1,1,1,6,4,5,4.0,4.0,1.0,2.0,1.0,2.0
31,31,2,2,4,1,4,1,1,4,2,1,1,1,1,1,4,4,4,4,1,3,4,2,4,1,1,1,4,2,50,3,4,4,1,1,1,4,4,4,4.0,4.0,1.0,2.0,1.0,2.0
32,32,1,2,1,1,4,1,1,2,3,1,1,1,1,1,2,2,4,4,1,2,5,2,2,1,1,1,4,3,46,3,4,3,3,1,1,5,2,5,4.0,2.0,1.0,2.0,1.0,2.0
33,33,1,1,4,1,5,1,1,3,3,1,1,1,1,1,1,2,5,5,1,3,6,2,3,1,1,1,5,3,36,3,5,3,2,1,1,6,3,5,5.0,3.0,1.0,2.0,1.0,2.0
34,34,2,1,4,1,4,1,1,3,2,2,1,1,1,1,2,3,5,5,1,3,5,2,3,1,1,1,3,2,53,3,4,3,3,1,1,4,3,5,4.0,3.0,1.0,2.0,1.0,2.0
35,35,1,1,4,1,5,1,1,3,3,1,1,1,1,1,1,3,5,5,1,4,6,1,3,1,1,1,5,3,23,3,3,3,3,1,1,5,3,5,5.0,3.0,1.0,2.0,1.0,1.0
36,36,3,2,4,1,3,1,1,3,1,1,1,1,1,1,2,3,3,3,1,3,4,3,4,1,1,1,4,3,37,3,3,4,2,1,1,4,3,3,3.0,3.0,1.0,2.0,1.0,2.0
37,37,1,1,4,1,6,1,1,5,4,1,1,1,1,1,2,5,6,3,1,6,6,4,6,1,1,1,6,4,29,1,6,6,1,1,1,5,5,5,5.0,6.0,1.0,2.0,1.0,2.0
38,38,2,2,4,1,4,1,1,2,2,2,1,1,1,1,2,2,3,3,1,2,5,2,2,1,1,1,3,3,41,3,3,2,3,1,1,4,2,3,3.0,2.0,1.0,2.0,1.0,2.0
39,39,1,1,1,1,3,1,1,2,3,2,1,1,1,1,1,2,3,3,1,3,5,3,3,1,1,1,3,3,41,3,3,3,3,1,1,5,2,3,3.0,2.0,1.0,2.0,1.0,2.0
40,40,1,2,3,1,4,1,1,3,3,2,1,1,1,1,2,3,4,5,1,4,5,3,3,1,1,1,4,3,48,3,4,4,3,1,1,5,3,5,4.0,3.0,1.0,2.0,1.0,2.0
41,41,1,2,1,1,5,1,1,2,4,1,1,1,1,1,2,2,4,4,1,3,4,2,2,1,1,1,5,4,38,3,3,2,3,1,1,3,4,4,4.0,2.0,1.0,3.0,1.0,2.0
42,42,1,1,2,1,4,1,1,3,3,2,1,1,1,1,2,2,4,3,1,3,5,2,2,1,1,1,3,4,65,3,5,3,1,1,1,6,3,3,4.0,3.0,1.0,3.0,1.0,2.0
43,43,2,2,4,1,4,1,1,3,3,2,1,1,1,1,2,2,5,4,1,3,5,3,3,1,1,1,4,3,44,3,4,3,1,1,1,5,2,5,4.0,3.0,1.0,3.0,1.0,2.0
44,44,2,1,3,1,4,1,1,2,3,2,1,1,1,1,2,2,3,4,1,3,4,3,3,1,1,1,4,3,47,3,3,4,1,1,1,6,3,4,4.0,3.0,1.0,3.0,1.0,2.0
45,45,2,1,4,1,5,1,1,3,3,2,1,1,1,1,1,3,5,5,1,3,6,2,3,1,1,1,4,3,34,3,4,4,4,1,1,5,3,4,4.0,3.0,1.0,3.0,1.0,2.0
46,46,1,1,4,1,5,1,1,4,2,1,1,1,1,1,0,3,5,5,1,4,6,1,3,1,1,1,4,4,28,5,5,5,1,1,1,5,3,5,5.0,4.0,1.0,3.0,1.0,1.0
47,47,3,2,4,1,4,1,1,3,3,2,1,1,1,1,2,3,4,3,1,3,5,2,3,1,1,1,4,3,37,3,3,3,4,1,1,4,3,4,4.0,3.0,1.0,3.0,1.0,2.0
48,48,1,2,5,1,5,1,1,3,4,1,1,1,1,1,2,3,4,5,1,3,4,1,3,1,1,1,5,4,41,4,5,3,1,1,1,6,3,5,5.0,3.0,1.0,3.0,1.0,1.0
49,49,2,2,2,1,5,1,1,3,2,3,1,1,1,1,1,3,5,4,1,3,5,3,3,1,1,1,4,3,44,4,5,4,3,1,1,5,3,5,5.0,3.0,1.0,3.0,1.0,3.0
50,50,3,1,4,1,5,1,1,3,2,2,1,1,1,1,1,3,5,6,1,4,6,1,3,1,1,1,3,4,26,3,5,4,1,1,1,5,3,6,5.0,3.0,1.0,3.0,1.0,2.0
51,51,2,1,1,1,3,1,1,3,4,2,1,1,1,1,1,3,4,4,1,3,5,2,3,1,1,1,4,4,30,3,5,3,3,1,1,4,3,3,4.0,3.0,1.0,3.0,1.0,2.0
52,52,2,1,3,1,5,1,1,4,4,2,1,1,1,1,2,3,5,5,1,4,6,3,3,1,1,1,5,3,49,4,5,5,2,1,1,6,3,5,5.0,4.0,1.0,3.0,1.0,2.0
53,53,3,2,4,1,4,1,1,4,3,3,1,1,1,1,1,4,4,5,1,5,6,3,5,1,1,1,4,3,48,3,4,4,4,1,1,4,4,4,4.0,4.0,1.0,3.0,1.0,3.0
54,54,3,1,2,1,5,1,1,2,4,2,1,1,1,1,4,2,4,5,1,3,5,3,3,1,1,1,3,3,50,4,3,4,4,1,1,4,2,4,4.0,3.0,1.0,4.0,1.0,2.0
55,55,4,2,4,1,4,1,1,2,3,1,1,1,1,1,1,2,4,5,1,4,6,2,4,1,1,1,5,4,32,4,5,4,3,1,1,5,2,5,5.0,3.0,1.0,4.0,1.0,2.0
56,56,1,2,4,1,3,1,1,3,4,2,1,1,1,1,2,3,3,4,1,3,5,3,3,1,1,1,4,4,40,5,3,4,3,1,1,3,3,5,4.0,3.0,1.0,4.0,1.0,2.0
57,57,3,2,4,1,5,1,1,3,3,3,1,1,1,1,2,3,5,4,1,3,5,3,3,1,1,1,4,3,27,4,4,4,3,1,1,5,3,4,4.0,3.0,1.0,3.0,1.0,3.0
58,58,4,2,4,1,4,1,1,4,4,2,1,1,1,1,2,4,4,4,1,4,5,3,4,1,1,1,4,3,42,4,5,4,5,1,1,5,4,4,4.0,4.0,1.0,4.0,1.0,2.0
59,59,4,2,3,1,4,1,1,2,4,3,1,1,1,1,2,2,4,4,1,3,5,3,3,1,1,1,4,4,52,3,4,2,3,1,1,4,2,4,4.0,2.0,1.0,4.0,1.0,3.0
60,60,4,2,4,1,4,1,1,2,4,3,1,1,1,1,2,2,4,4,1,3,4,4,3,1,1,1,4,4,50,3,4,3,3,1,1,4,2,4,4.0,2.0,1.0,4.0,1.0,4.0
61,61,4,2,3,1,4,1,1,3,3,3,1,1,1,1,2,3,4,4,1,4,5,3,3,1,1,1,4,4,43,4,4,4,1,1,1,6,3,4,4.0,3.0,1.0,4.0,1.0,3.0
62,62,3,1,5,1,6,1,1,3,3,1,1,1,1,1,2,3,3,6,1,3,6,1,3,1,1,1,4,5,44,6,6,6,1,1,1,6,3,6,5.0,4.0,1.0,4.0,1.0,1.0
63,63,3,1,5,1,6,1,1,3,3,1,1,1,1,1,2,3,3,6,1,3,6,1,3,1,1,1,4,5,44,6,6,6,1,1,1,6,3,6,5.0,4.0,1.0,4.0,1.0,1.0
64,64,3,2,4,1,6,1,1,3,3,2,1,1,1,1,1,3,5,5,1,4,6,3,3,1,1,1,6,5,44,5,5,5,2,1,1,6,4,5,5.0,4.0,1.0,4.0,1.0,2.0
65,65,3,2,5,1,5,1,1,4,4,2,1,1,1,1,2,4,5,5,1,5,5,2,5,1,1,1,5,5,39,4,5,5,2,1,1,6,5,5,5.0,5.0,1.0,4.0,1.0,2.0
66,66,3,2,4,1,4,1,1,2,5,1,1,1,1,1,1,2,5,5,1,2,5,1,2,1,1,1,3,5,34,5,4,2,2,1,1,4,2,3,4.0,2.0,1.0,4.0,1.0,1.0
67,67,4,1,3,1,5,1,1,3,4,3,1,1,1,1,2,3,5,4,1,3,6,4,3,1,1,1,5,4,51,4,5,3,4,1,1,5,3,5,5.0,3.0,1.0,4.0,1.0,4.0
68,68,3,1,1,1,5,1,1,3,4,3,1,1,1,1,2,3,6,5,1,5,6,3,3,1,1,1,6,5,64,4,5,4,2,1,1,6,3,5,5.0,4.0,1.0,4.0,1.0,3.0
69,69,5,1,4,1,3,1,1,3,3,3,1,1,1,1,1,3,4,4,1,6,5,5,4,1,1,1,3,4,47,4,5,5,3,1,1,6,4,4,4.0,4.0,1.0,4.0,1.0,4.0
70,70,4,2,2,1,6,1,1,4,3,3,1,1,1,1,1,3,4,5,1,5,6,4,4,1,1,1,5,4,26,5,6,4,1,1,1,6,5,5,5.0,4.0,1.0,4.0,1.0,4.0
71,71,3,2,4,1,4,1,1,3,4,4,1,1,1,1,2,3,3,3,1,3,5,2,4,1,1,1,4,5,40,4,4,3,5,1,1,5,3,4,4.0,3.0,1.0,4.0,1.0,3.0
72,72,4,2,1,1,4,1,1,4,3,4,1,1,1,1,2,4,4,4,1,4,5,4,4,1,1,1,4,4,47,5,4,4,2,1,1,5,4,4,4.0,4.0,1.0,4.0,1.0,4.0
73,73,2,1,2,1,5,1,1,5,5,4,1,1,1,1,1,5,5,3,1,5,3,5,4,1,1,1,5,4,26,5,4,5,5,1,1,2,6,4,4.0,5.0,1.0,4.0,1.0,4.0
74,74,4,2,4,1,6,1,1,2,4,3,1,1,1,1,2,2,5,6,1,4,6,4,3,1,1,1,6,5,46,5,5,5,1,1,1,6,2,5,6.0,3.0,1.0,4.0,1.0,4.0
75,75,4,1,3,1,6,1,1,3,4,3,1,1,1,1,2,3,6,5,1,3,6,4,3,1,1,1,5,5,40,5,6,5,1,1,1,6,5,6,6.0,4.0,1.0,4.0,1.0,4.0
76,76,5,2,3,1,4,1,1,4,3,3,1,1,1,1,2,3,4,4,1,4,6,3,4,1,1,1,4,5,43,5,4,4,1,1,1,5,4,4,4.0,4.0,1.0,4.0,1.0,3.0
77,77,5,2,4,1,5,1,1,4,3,3,1,1,1,1,2,4,3,5,1,4,5,5,4,1,1,1,3,5,32,5,5,5,3,1,1,5,4,5,4.0,4.0,1.0,4.0,1.0,4.0
78,78,5,2,4,1,5,1,1,3,5,5,1,1,1,1,2,3,4,5,1,4,5,4,3,1,1,1,4,5,42,5,5,5,3,1,1,5,3,5,5.0,4.0,1.0,5.0,1.0,4.0
79,79,1,2,5,1,4,2,1,2,1,1,1,1,1,1,1,2,3,4,1,3,6,1,3,1,1,1,3,2,26,2,4,4,1,1,1,5,3,4,4.0,3.0,1.0,2.0,2.0,1.0
80,80,2,2,2,1,5,2,1,2,2,1,1,1,1,1,2,2,5,4,1,3,4,1,3,1,1,1,5,3,41,3,5,3,4,1,1,4,2,5,5.0,2.0,1.0,2.0,2.0,1.0
81,81,2,2,4,1,6,1,1,2,3,1,1,1,2,1,1,2,6,6,1,4,6,1,2,1,1,1,6,3,23,3,6,4,3,1,1,6,3,6,6.0,3.0,1.0,3.0,2.0,1.0
82,82,2,1,2,1,4,2,1,3,3,2,1,1,1,1,1,2,4,3,1,2,6,2,2,1,1,1,5,3,29,3,4,2,3,1,1,5,3,5,4.0,2.0,1.0,3.0,2.0,2.0
83,83,3,2,4,1,3,2,1,3,2,2,1,1,1,1,2,3,3,3,1,3,6,3,3,1,1,1,3,3,41,3,3,3,3,1,1,5,3,3,3.0,3.0,1.0,3.0,2.0,2.0
84,84,3,1,1,1,4,1,1,3,3,2,1,1,2,1,2,3,4,4,1,3,5,3,3,1,1,1,3,3,42,3,4,3,3,1,1,4,3,4,4.0,3.0,1.0,3.0,2.0,2.0
85,85,1,1,3,1,5,2,1,3,4,3,1,1,1,1,1,3,6,5,1,4,6,3,3,1,1,1,5,3,31,4,5,3,3,1,1,5,1,6,5.0,3.0,1.0,3.0,2.0,3.0
86,86,3,2,1,1,3,2,1,2,3,2,1,1,1,1,2,2,4,3,1,4,5,2,3,1,1,1,3,4,29,3,4,3,3,1,1,5,4,4,4.0,3.0,1.0,3.0,2.0,2.0
87,87,2,2,2,1,5,2,1,4,3,2,1,1,1,1,2,4,4,4,1,4,5,3,4,1,1,1,5,5,39,3,4,5,3,1,1,5,4,4,4.0,4.0,1.0,3.0,2.0,2.0
88,88,3,2,3,1,3,2,1,2,4,3,1,1,1,1,0,2,3,4,1,3,5,3,3,1,1,1,3,3,35,3,4,2,3,1,1,5,2,4,4.0,2.0,1.0,3.0,2.0,3.0
89,89,3,1,4,1,5,2,1,2,3,2,1,1,1,1,2,2,5,5,1,2,6,2,5,1,1,1,5,5,45,3,5,4,1,1,1,6,2,5,5.0,3.0,1.0,4.0,2.0,2.0
90,90,4,1,2,1,4,2,1,1,3,2,1,1,1,1,2,1,5,4,1,2,5,2,2,1,1,1,4,4,34,3,5,2,2,1,1,5,1,3,4.0,2.0,1.0,4.0,2.0,2.0
91,91,3,1,1,1,6,2,1,4,4,3,1,1,1,1,2,3,6,6,1,5,5,3,4,1,1,1,6,3,34,4,6,5,2,1,1,6,5,6,6.0,4.0,1.0,4.0,2.0,3.0
92,92,5,2,3,1,3,1,1,2,4,2,1,1,2,1,4,2,5,4,1,3,6,2,3,1,1,1,3,4,47,4,5,3,3,1,1,5,4,5,4.0,3.0,1.0,4.0,2.0,2.0
93,93,2,1,3,1,4,2,1,3,6,4,1,1,1,1,1,3,2,4,1,5,5,5,3,1,1,1,3,5,19,6,5,4,2,1,1,3,3,5,4.0,4.0,1.0,5.0,2.0,4.0
94,94,5,2,1,1,5,1,1,4,5,4,1,1,2,1,4,3,5,5,1,5,6,5,5,1,1,1,5,5,44,4,5,5,3,1,1,6,4,5,5.0,4.0,1.0,5.0,2.0,4.0
95,95,3,2,4,1,4,2,1,2,2,2,1,1,2,1,1,2,3,5,1,2,4,2,3,1,1,1,3,3,35,3,5,2,3,1,1,4,2,3,4.0,2.0,1.0,3.0,2.0,2.0
96,96,2,1,4,1,4,2,1,4,3,1,1,1,2,1,2,2,6,5,1,2,6,2,3,1,1,1,3,3,42,4,3,4,1,1,1,5,3,5,4.0,3.0,1.0,3.0,2.0,2.0
97,97,3,1,5,1,3,2,1,4,2,2,1,1,2,1,0,4,3,3,1,3,5,2,4,1,1,2,3,3,55,3,4,3,2,1,1,5,3,4,3.0,4.0,1.0,3.0,2.0,2.0
98,98,4,1,4,1,6,2,1,2,1,1,1,1,2,1,2,2,6,6,1,3,6,2,2,1,1,1,6,4,52,4,6,3,5,1,1,4,3,6,6.0,2.0,1.0,3.0,2.0,2.0
99,99,3,1,0,1,4,2,1,3,3,3,1,1,2,1,1,2,3,5,1,3,5,2,3,1,1,1,4,4,27,3,5,3,2,1,1,5,2,4,4.0,3.0,1.0,3.0,2.0,2.0
