,Unnamed: 0,Proud,Participantsex,Levelofeducation,Ashamed,Skilful,Envious,Desprecio,Goodnatured,Inspired,Uneasy,Hateful,Leadersex,Jealous,Frustrated,Maritalstatus,Warm,Capable,Competent,Resentful,Wellintentioned,Assessmentleader,Simpaty,Friendly,Molestia,Disgusted,Pity,Intelligent,Admiring,Age,Respectful,Confident,Trustworthy,Replacementleader,Typeofcompany,Angry,Responsaatribu,Sincere,Efficient,Group1(Competent),Group2(Friendly),Group3(Hateful),Group4(Admiring),Group5(Jealous),Group6(Uneasy)
100,100,3,2,4,1,4,2,1,3,4,3,1,1,2,1,2,3,3,4,1,3,5,3,3,1,1,1,3,3,37,3,4,3,2,1,1,5,3,3,4.0,3.0,1.0,3.0,2.0,3.0
101,101,5,1,3,1,6,2,1,4,6,5,1,1,2,1,0,4,6,6,1,5,6,6,4,1,1,1,6,6,33,6,6,6,1,1,1,6,4,6,6.0,4.0,1.0,6.0,2.0,6.0
102,102,2,1,4,1,5,2,1,2,4,2,1,1,3,1,4,2,5,5,1,2,6,2,2,1,1,1,4,4,46,5,5,2,2,1,1,6,4,6,5.0,2.0,1.0,4.0,2.0,2.0
103,103,4,1,1,1,5,2,1,3,6,3,1,1,3,1,1,3,4,5,1,6,4,5,3,1,1,1,4,5,28,4,4,4,1,1,1,6,4,5,4.0,4.0,1.0,5.0,2.0,4.0
104,104,6,1,3,1,6,3,1,2,5,1,1,1,2,1,2,2,5,6,1,5,6,6,3,1,1,1,6,6,44,6,6,6,2,1,1,5,4,6,6.0,4.0,1.0,6.0,2.0,4.0
105,105,1,2,2,1,4,3,1,4,6,3,1,1,3,1,2,4,6,6,1,4,6,4,4,1,1,1,6,5,31,6,6,6,1,1,1,6,4,6,6.0,4.0,1.0,4.0,3.0,4.0
106,106,5,2,3,1,6,3,1,2,6,4,1,1,3,1,4,4,4,3,1,5,5,4,3,1,1,1,5,5,36,5,4,6,1,1,1,5,3,5,4.0,4.0,1.0,5.0,3.0,4.0
107,107,3,2,4,1,4,1,1,3,4,4,1,1,1,2,2,2,5,5,1,3,6,3,4,1,1,1,3,3,48,4,5,4,1,1,1,5,3,6,5.0,3.0,1.0,4.0,1.0,4.0
108,108,2,1,1,2,5,1,1,3,5,3,1,1,1,2,2,3,5,4,1,4,4,2,4,1,1,2,5,5,39,5,4,5,1,1,1,5,4,5,5.0,4.0,1.0,4.0,1.0,2.0
109,109,3,2,2,1,3,2,1,2,2,1,1,1,1,1,2,2,4,3,1,3,6,2,2,2,1,1,3,2,58,4,4,3,1,1,1,6,1,4,4.0,2.0,1.0,3.0,2.0,2.0
110,110,1,2,2,1,5,2,1,3,2,1,1,1,2,2,4,3,5,5,1,3,6,3,3,1,1,1,5,3,38,3,4,3,2,1,1,6,3,5,5.0,3.0,1.0,2.0,2.0,2.0
111,111,3,1,4,1,6,2,1,1,4,2,1,1,2,1,2,1,6,6,1,3,6,1,1,1,1,1,6,3,40,3,6,5,2,1,2,6,5,6,6.0,3.0,1.0,3.0,2.0,2.0
112,112,2,2,4,1,3,2,1,2,4,2,1,1,2,2,2,2,4,4,1,3,5,2,2,1,1,1,3,4,35,4,3,3,2,1,1,4,2,3,3.0,2.0,1.0,4.0,2.0,2.0
113,113,3,2,4,1,4,3,1,3,4,2,1,1,2,2,2,3,4,4,1,4,5,2,3,1,1,1,3,4,41,4,5,3,3,1,1,5,3,5,4.0,3.0,1.0,4.0,2.0,2.0
114,114,2,1,5,1,4,3,1,4,4,2,1,1,3,2,2,4,4,4,1,4,5,4,4,1,1,1,4,4,38,4,4,4,2,1,1,5,4,4,4.0,4.0,1.0,4.0,3.0,3.0
115,115,2,2,4,1,5,1,1,2,3,1,1,1,1,1,2,2,4,5,1,2,5,1,1,2,2,1,5,1,41,3,6,2,2,1,1,5,1,5,5.0,2.0,1.0,2.0,1.0,1.0
116,116,2,1,2,1,2,1,1,3,2,2,1,1,1,1,1,2,2,2,1,3,3,2,3,2,1,1,2,2,30,4,2,2,5,1,2,4,2,2,2.0,2.0,1.0,2.0,1.0,2.0
117,117,3,2,4,1,5,1,1,3,4,3,1,1,1,1,1,3,5,5,1,3,5,3,3,3,1,1,3,4,36,4,5,4,2,1,1,5,3,5,5.0,3.0,1.0,4.0,1.0,3.0
118,118,3,2,4,1,5,1,1,3,4,3,1,1,1,1,1,3,5,5,1,3,5,3,3,3,1,1,3,4,36,4,5,4,2,1,1,5,3,5,5.0,3.0,1.0,4.0,1.0,3.0
119,119,5,2,1,1,6,1,2,3,3,3,1,1,1,1,2,3,5,5,1,4,6,4,3,1,1,1,4,4,63,3,5,4,1,1,2,5,3,5,5.0,3.0,1.0,4.0,1.0,4.0
120,120,1,2,1,1,6,1,1,3,2,1,1,1,2,2,2,3,6,6,1,3,5,2,3,2,1,1,6,2,50,2,6,3,3,1,1,5,3,6,6.0,3.0,1.0,2.0,2.0,2.0
121,121,1,2,4,1,5,2,1,2,2,1,1,1,2,3,4,1,5,3,1,3,5,2,2,1,1,1,5,3,41,3,3,2,3,1,1,6,3,5,4.0,2.0,1.0,2.0,2.0,2.0
122,122,1,1,1,2,5,2,1,3,3,2,1,1,2,2,2,3,4,5,1,3,6,3,3,2,1,2,5,3,50,5,5,4,3,1,1,6,3,5,5.0,3.0,1.0,3.0,2.0,2.0
123,123,3,1,3,1,3,1,1,2,3,3,1,1,3,1,2,3,4,4,1,3,5,3,3,1,1,1,3,4,40,3,5,3,2,1,3,5,3,5,4.0,3.0,1.0,3.0,2.0,3.0
124,124,1,1,4,1,5,3,1,2,2,1,1,1,3,2,2,2,5,5,1,3,6,2,4,2,1,1,5,3,49,2,5,3,2,1,1,6,3,5,5.0,3.0,1.0,2.0,3.0,2.0
125,125,4,2,1,1,5,5,1,5,5,3,1,1,1,1,1,4,4,5,1,4,6,3,3,3,1,1,4,5,34,4,5,5,2,1,1,5,5,5,5.0,4.0,1.0,4.0,3.0,3.0
126,126,1,1,1,1,5,1,1,2,1,1,1,1,1,1,4,2,5,4,1,5,5,1,2,1,4,1,5,2,51,4,4,5,3,1,1,5,3,5,5.0,3.0,1.0,2.0,1.0,1.0
127,127,4,2,4,1,3,1,1,1,4,2,1,1,1,4,0,1,3,4,1,3,4,1,1,1,1,1,3,3,41,4,3,2,4,1,1,4,4,3,3.0,2.0,1.0,4.0,1.0,2.0
128,128,3,1,3,1,4,2,1,2,2,2,1,1,1,1,1,2,5,4,1,2,5,2,3,2,2,1,4,3,36,3,4,3,2,1,2,4,2,5,4.0,2.0,1.0,3.0,2.0,2.0
129,129,1,1,1,1,3,2,1,2,3,2,1,1,2,2,1,3,3,3,1,3,6,2,2,2,2,1,3,2,46,3,4,3,3,1,1,4,2,3,3.0,2.0,1.0,2.0,2.0,2.0
130,130,4,1,3,1,4,2,1,3,4,3,1,1,2,2,3,3,4,4,1,4,4,3,4,2,2,1,4,4,58,3,4,3,2,1,1,3,3,4,4.0,3.0,1.0,4.0,2.0,3.0
131,131,2,1,2,1,4,3,2,1,1,1,1,1,3,1,1,1,4,4,1,1,4,1,1,1,1,1,4,2,26,2,4,1,3,1,3,3,1,3,4.0,1.0,1.0,2.0,3.0,1.0
132,132,5,1,4,3,6,4,1,2,4,4,1,1,4,1,2,2,5,6,1,4,6,6,2,2,3,1,6,6,51,6,5,4,3,1,1,6,3,6,6.0,3.0,1.0,5.0,4.0,5.0
133,133,1,1,3,2,5,1,2,2,4,1,2,1,1,2,0,2,5,5,2,2,5,2,2,2,1,5,5,4,41,5,5,2,5,1,1,5,1,4,5.0,2.0,2.0,4.0,1.0,2.0
134,134,3,1,1,1,3,4,2,1,2,1,1,1,4,2,2,1,3,3,1,3,5,2,2,2,2,1,2,3,52,2,4,3,4,1,2,3,1,3,3.0,2.0,2.0,2.0,4.0,2.0
135,135,4,1,4,2,4,2,2,4,3,3,1,1,1,2,1,4,2,4,3,3,3,4,3,2,2,1,4,4,24,4,3,5,4,1,2,3,3,3,3.0,4.0,2.0,4.0,2.0,4.0
136,136,4,1,4,2,5,3,2,5,5,3,2,1,3,2,4,5,4,4,2,4,5,3,4,2,3,3,4,5,45,4,5,4,2,1,2,5,4,5,4.0,4.0,2.0,4.0,3.0,3.0
137,137,1,1,3,1,5,1,1,5,2,1,1,1,1,1,4,2,6,5,1,3,5,1,3,3,3,4,4,1,59,2,4,1,2,1,6,5,1,5,5.0,2.0,2.0,2.0,1.0,1.0
138,138,2,1,0,2,4,4,1,3,1,3,1,1,3,4,2,4,3,4,4,4,3,2,5,3,5,1,3,3,47,3,4,3,4,1,2,4,4,4,4.0,4.0,3.0,2.0,4.0,2.0
139,139,1,1,4,5,4,1,4,2,1,1,2,1,1,5,2,2,5,5,1,1,5,1,1,4,5,5,5,1,29,1,5,1,3,1,4,4,1,1,4.0,1.0,4.0,1.0,1.0,1.0
140,140,4,2,4,5,3,4,3,2,4,3,3,1,3,4,1,3,4,3,4,3,3,4,2,3,4,3,2,3,29,3,3,2,4,1,4,4,3,3,3.0,2.0,4.0,4.0,4.0,4.0
141,141,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,39,1,6,1,6,1,1,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0
142,142,1,1,4,1,4,1,1,2,1,1,1,2,1,1,1,2,5,6,1,2,5,1,3,1,1,1,6,1,30,1,5,2,2,1,1,4,2,5,5.0,2.0,1.0,1.0,1.0,1.0
143,143,1,2,2,1,4,1,1,4,1,1,1,2,1,1,2,4,4,4,1,4,5,1,4,1,1,1,4,1,35,1,4,4,1,1,1,5,4,4,4.0,4.0,1.0,1.0,1.0,1.0
144,144,1,1,4,1,5,1,1,4,1,1,1,2,1,1,2,4,5,5,1,5,6,3,4,1,1,1,4,2,32,2,5,5,2,1,1,6,4,5,5.0,4.0,1.0,2.0,1.0,2.0
145,145,1,2,2,1,3,1,1,2,2,1,1,2,1,1,2,2,3,3,1,3,2,1,3,1,1,1,3,2,54,2,3,3,2,1,1,2,2,3,3.0,2.0,1.0,2.0,1.0,1.0
146,146,1,2,4,1,6,1,1,3,1,1,1,2,1,1,1,3,4,4,1,3,6,2,3,1,1,1,5,2,43,3,6,3,1,1,1,4,3,4,5.0,3.0,1.0,2.0,1.0,2.0
147,147,1,2,4,1,5,1,1,2,1,1,1,2,1,1,1,2,5,5,1,3,6,1,3,1,1,1,5,2,53,3,5,3,2,1,1,5,2,5,5.0,2.0,1.0,2.0,1.0,1.0
148,148,2,1,3,1,4,1,1,2,1,1,1,2,1,1,1,2,4,4,1,4,5,1,4,1,1,1,4,2,40,2,4,4,2,1,1,4,4,4,4.0,3.0,1.0,2.0,1.0,1.0
149,150,1,1,4,1,3,1,1,2,2,1,1,2,1,1,1,2,5,5,1,2,6,2,2,1,1,1,3,2,37,3,4,2,2,1,1,5,2,5,4.0,2.0,1.0,2.0,1.0,2.0
150,151,1,1,2,1,4,1,1,2,2,1,1,2,1,1,2,2,4,4,1,2,5,1,3,1,1,1,4,2,38,4,4,2,2,1,1,4,2,4,4.0,2.0,1.0,2.0,1.0,1.0
151,152,1,1,3,1,5,1,1,2,2,1,1,2,1,1,4,2,4,4,1,3,4,1,2,1,1,1,3,3,59,3,3,3,3,1,1,5,3,5,4.0,2.0,1.0,2.0,1.0,1.0
152,153,1,2,4,1,3,1,1,4,2,2,1,2,1,1,1,3,3,3,1,4,5,2,4,1,1,1,3,2,28,3,4,4,2,1,1,4,3,4,3.0,4.0,1.0,2.0,1.0,2.0
153,154,1,2,5,1,3,1,1,1,2,1,1,2,1,1,4,1,2,2,1,4,3,1,1,1,1,1,2,2,35,5,2,2,3,1,1,2,1,2,2.0,2.0,1.0,2.0,1.0,1.0
154,155,2,2,3,1,3,1,1,2,2,2,1,2,1,1,2,2,4,3,1,2,4,1,2,1,1,1,4,3,42,2,4,2,1,1,1,5,2,4,4.0,2.0,1.0,2.0,1.0,2.0
155,156,2,2,4,1,4,1,1,2,2,1,1,2,1,1,2,2,5,5,1,3,6,3,3,1,1,1,4,3,35,3,4,3,3,1,1,5,3,5,4.0,3.0,1.0,2.0,1.0,2.0
156,157,2,2,4,1,3,1,1,2,2,1,1,2,1,1,1,2,3,4,1,2,6,1,2,1,1,1,3,5,36,2,5,2,2,1,1,5,2,5,4.0,2.0,1.0,3.0,1.0,1.0
157,158,2,1,5,1,4,1,1,3,2,2,1,2,1,1,4,2,3,5,1,3,5,3,3,1,1,1,3,3,50,3,5,3,2,1,1,5,3,5,4.0,3.0,1.0,2.0,1.0,2.0
158,159,1,1,4,1,5,1,1,3,2,2,1,2,1,1,2,3,5,5,1,3,6,2,3,1,1,1,5,4,46,3,5,3,2,1,1,5,3,5,5.0,3.0,1.0,2.0,1.0,2.0
159,160,3,1,3,1,5,1,1,1,3,2,1,2,1,1,2,1,5,4,1,1,4,2,1,1,1,1,5,2,32,3,4,1,3,1,1,3,1,5,5.0,1.0,1.0,3.0,1.0,2.0
160,161,2,2,3,1,4,1,1,2,3,2,1,2,1,1,2,2,6,4,1,2,5,3,2,1,1,1,4,3,42,3,6,2,1,1,1,5,2,4,5.0,2.0,1.0,3.0,1.0,2.0
161,162,1,1,5,1,5,1,1,3,3,3,1,2,1,1,4,2,3,4,1,2,5,3,3,1,1,1,3,3,50,3,4,3,3,1,1,4,3,5,4.0,3.0,1.0,2.0,1.0,3.0
162,163,3,1,3,1,5,1,1,2,3,1,1,2,1,1,0,2,5,4,1,3,3,1,2,1,1,1,5,2,43,4,5,4,2,1,1,6,4,5,5.0,3.0,1.0,3.0,1.0,1.0
163,164,1,1,2,1,4,1,1,3,3,3,1,2,1,1,2,3,4,4,1,3,6,3,3,1,1,1,4,3,45,3,4,3,1,1,1,6,3,4,4.0,3.0,1.0,2.0,1.0,3.0
164,165,4,1,2,1,5,1,1,3,2,1,1,2,1,1,2,3,5,4,1,3,5,4,3,1,1,1,5,2,55,4,3,4,3,1,1,3,3,5,4.0,3.0,1.0,3.0,1.0,2.0
165,166,2,1,1,1,3,1,1,3,3,3,1,2,1,1,1,4,3,3,1,3,4,2,4,1,1,1,4,2,36,3,4,3,4,1,1,5,3,3,3.0,3.0,1.0,2.0,1.0,2.0
166,167,1,2,2,1,4,1,1,4,3,1,1,2,1,1,1,4,4,4,1,4,4,2,4,1,1,1,4,4,25,4,4,4,2,1,1,4,4,4,4.0,4.0,1.0,3.0,1.0,2.0
167,168,1,2,4,1,5,1,1,4,1,1,1,2,1,1,2,4,4,4,1,4,5,2,4,1,1,1,4,5,36,5,4,4,2,1,1,4,4,4,4.0,4.0,1.0,3.0,1.0,2.0
168,169,1,1,4,1,5,1,1,3,4,1,1,2,1,1,1,3,5,5,1,5,5,4,3,1,1,1,5,3,30,4,5,5,2,1,1,5,5,5,5.0,4.0,1.0,3.0,1.0,2.0
169,170,4,1,4,1,4,1,1,3,3,1,1,2,1,1,2,3,4,4,1,4,5,3,3,1,1,1,4,3,47,3,4,4,3,1,1,5,3,4,4.0,3.0,1.0,3.0,1.0,2.0
170,171,3,2,2,1,4,1,1,2,3,2,1,2,1,1,1,2,5,5,1,3,3,2,3,1,1,1,4,3,27,3,5,3,2,1,1,4,2,5,5.0,2.0,1.0,3.0,1.0,2.0
171,172,1,1,4,1,4,1,1,2,4,1,1,2,1,1,1,2,4,3,1,5,4,2,2,1,1,1,3,4,27,4,4,3,3,1,1,5,4,4,4.0,3.0,1.0,3.0,1.0,2.0
172,173,1,1,4,1,5,1,1,3,3,1,1,2,1,1,1,3,4,6,1,4,5,3,3,1,1,1,5,4,23,6,5,2,2,1,1,6,2,6,5.0,3.0,1.0,4.0,1.0,2.0
173,174,3,1,1,1,3,1,1,3,3,3,1,2,1,1,2,3,3,3,1,3,3,1,3,1,1,1,3,3,36,3,3,3,3,1,1,3,3,3,3.0,3.0,1.0,3.0,1.0,2.0
174,175,4,2,4,1,4,1,1,3,4,1,1,2,1,1,1,3,5,4,1,3,5,2,3,1,1,1,4,4,32,4,5,3,2,1,1,4,3,4,4.0,3.0,1.0,4.0,1.0,2.0
175,176,3,2,4,1,4,1,1,3,4,2,1,2,1,1,1,3,4,4,1,3,5,4,3,1,1,1,4,4,39,4,5,3,2,1,1,5,2,5,4.0,3.0,1.0,4.0,1.0,3.0
176,177,3,2,4,1,4,1,1,4,3,3,1,2,1,1,2,4,4,4,1,3,5,4,3,1,1,1,4,4,62,4,4,4,3,1,1,6,4,4,4.0,4.0,1.0,4.0,1.0,4.0
177,178,2,1,2,1,6,1,1,4,5,1,1,2,1,1,2,4,5,5,1,4,6,2,4,1,1,1,5,4,35,5,5,4,2,1,1,6,4,5,5.0,4.0,1.0,4.0,1.0,2.0
178,179,4,2,2,1,4,1,1,3,2,3,1,2,1,1,1,3,3,3,1,3,6,3,3,1,1,1,4,4,39,5,4,4,2,1,1,5,2,5,4.0,3.0,1.0,4.0,1.0,3.0
179,180,1,1,3,1,4,1,1,2,6,1,1,2,1,1,1,2,5,5,1,6,6,5,2,1,1,1,4,5,30,5,2,4,2,1,1,6,2,6,4.0,3.0,1.0,4.0,1.0,3.0
180,181,2,2,4,1,5,1,1,3,5,1,1,2,1,1,1,5,3,5,1,3,6,5,6,1,1,1,5,5,25,5,6,3,3,1,1,5,2,6,5.0,4.0,1.0,4.0,1.0,3.0
181,182,4,2,2,1,5,1,1,3,5,1,1,2,1,1,1,4,4,6,1,5,6,2,4,1,1,1,4,4,25,4,5,4,1,1,1,6,3,5,5.0,4.0,1.0,4.0,1.0,2.0
182,183,3,2,3,1,6,1,1,5,4,3,1,2,1,1,1,4,5,5,1,5,4,4,4,1,1,1,5,4,30,4,6,4,2,1,1,5,5,5,5.0,4.0,1.0,4.0,1.0,4.0
183,184,4,2,4,1,6,1,1,2,5,2,1,2,1,1,1,2,5,5,1,5,6,3,3,1,1,1,6,3,32,5,6,6,2,1,1,6,3,5,6.0,4.0,1.0,4.0,1.0,2.0
184,185,5,1,3,1,5,1,1,5,4,3,1,2,1,1,2,5,5,5,1,5,6,4,5,1,1,1,5,4,46,4,5,5,2,1,1,5,5,5,5.0,5.0,1.0,4.0,1.0,4.0
185,186,3,1,4,1,5,1,1,3,5,3,1,2,1,1,1,3,5,5,1,3,5,3,3,1,1,1,5,5,43,5,5,3,3,1,1,5,3,5,5.0,3.0,1.0,4.0,1.0,3.0
186,187,5,1,3,1,5,1,1,4,4,2,1,2,1,1,1,2,4,4,1,4,5,4,3,1,1,1,5,5,31,5,5,5,2,1,1,5,4,5,5.0,4.0,1.0,5.0,1.0,3.0
187,188,5,1,4,1,5,1,1,5,1,5,1,2,1,1,1,5,5,5,1,4,6,5,5,1,1,1,5,5,35,5,5,4,3,1,1,5,3,4,5.0,4.0,1.0,4.0,1.0,5.0
188,189,1,2,4,1,5,1,1,5,5,5,1,2,1,1,1,5,5,5,1,5,5,5,5,1,1,1,5,5,29,5,5,5,2,1,1,3,5,5,5.0,5.0,1.0,4.0,1.0,5.0
189,190,5,2,4,1,4,1,1,2,5,2,1,2,1,1,1,2,3,4,1,3,5,3,2,1,1,1,3,5,38,5,3,3,1,1,1,5,2,4,4.0,2.0,1.0,5.0,1.0,2.0
190,191,4,2,4,1,5,1,1,3,3,3,1,2,1,1,1,3,4,4,1,6,5,3,3,1,1,1,5,6,30,6,4,6,3,1,1,4,5,5,4.0,4.0,1.0,5.0,1.0,3.0
191,192,6,2,3,1,6,1,1,2,4,1,1,2,1,1,4,3,5,4,1,4,6,5,3,1,1,1,6,6,41,6,5,6,3,1,1,6,5,6,5.0,4.0,1.0,6.0,1.0,3.0
192,193,5,2,2,1,6,1,1,4,5,3,1,2,1,1,2,4,5,5,1,6,6,4,5,1,1,1,4,5,43,5,5,6,3,1,1,4,6,5,5.0,5.0,1.0,5.0,1.0,4.0
193,194,5,2,2,1,4,1,1,4,5,4,1,2,1,1,1,4,5,5,1,5,4,1,4,1,1,1,5,5,39,5,4,5,4,1,1,6,5,5,5.0,4.0,1.0,5.0,1.0,2.0
194,195,5,2,3,1,5,1,1,4,6,5,1,2,1,1,2,4,5,5,1,5,6,4,5,1,1,1,5,4,57,6,5,5,1,1,1,5,3,5,5.0,4.0,1.0,5.0,1.0,4.0
195,196,1,2,3,1,3,2,1,2,2,1,1,2,1,1,2,2,3,4,1,2,4,1,2,1,1,1,3,1,48,2,3,2,2,1,1,2,2,3,3.0,2.0,1.0,2.0,2.0,1.0
196,197,1,1,5,1,4,2,1,3,2,1,1,2,1,1,2,3,4,4,1,3,5,2,3,1,1,1,3,3,49,2,4,3,3,1,1,4,3,4,4.0,3.0,1.0,2.0,2.0,2.0
197,198,1,2,4,1,6,2,1,3,1,1,1,2,1,1,1,3,4,5,1,3,6,1,3,1,1,1,5,3,43,4,5,3,1,1,1,5,3,6,5.0,3.0,1.0,2.0,2.0,1.0
198,199,1,2,4,1,4,2,1,2,4,1,1,2,1,1,4,2,3,4,1,1,6,2,1,1,1,1,4,3,28,3,6,3,2,1,1,4,1,5,4.0,2.0,1.0,3.0,2.0,2.0
199,200,3,1,2,1,4,1,1,2,4,1,1,2,2,1,2,2,4,3,1,3,3,2,2,1,1,1,3,3,37,2,4,4,3,1,1,5,4,4,4.0,3.0,1.0,3.0,2.0,2.0
200,201,2,2,4,1,5,2,1,2,3,1,1,2,1,1,2,2,4,5,1,2,5,2,2,1,1,1,5,4,57,4,5,3,1,1,1,5,2,5,5.0,2.0,1.0,3.0,2.0,2.0
201,202,2,2,4,1,5,2,1,5,3,2,1,2,1,1,2,5,5,5,1,5,5,5,5,1,1,1,5,4,35,3,5,5,2,1,1,6,5,5,5.0,5.0,1.0,3.0,2.0,4.0
202,203,3,1,3,1,3,2,1,2,3,3,1,2,1,1,2,3,2,3,1,2,4,2,3,1,1,1,3,3,33,3,3,2,3,1,1,4,2,4,3.0,2.0,1.0,3.0,2.0,2.0
