,Leadersex,Intelligent,Trustworthy,Efficient,Skilful,Pity,Typeofcompany,Replacementleader,Disgusted,Responsaatribu,Proud,Hateful,Capable,Resentful,Wellintentioned,Inspired,Sincere,Frustrated,Simpaty,Respectful,Molestia,Assessmentleader,Confident,Friendly,Goodnatured,Participantsex,Envious,Uneasy,Angry,Levelofeducation,Ashamed,Desprecio,Age,Jealous,Warm,Admiring,Maritalstatus,Competent
0,1,2,1,4,4,1,1,4,1,5,1,1,4,1,1,1,1,1,1,1,1,6,4,1,1,1,1,1,1,1,1,1,53,1,1,1,2,4
1,1,5,3,6,5,1,1,1,1,6,1,1,5,1,2,1,2,1,2,1,1,6,4,2,1,1,1,1,1,4,1,1,39,1,1,1,1,4
2,1,3,3,3,3,1,1,2,1,4,1,1,3,1,3,1,3,1,1,1,1,5,3,3,3,1,1,1,1,3,1,1,24,1,3,1,1,3
3,1,3,3,4,3,1,1,3,1,4,1,1,4,1,3,1,3,1,1,1,1,5,3,3,3,1,1,1,1,3,1,1,24,1,3,1,1,4
4,1,3,2,3,3,1,1,3,1,3,1,1,3,1,4,1,2,1,1,1,1,4,3,4,4,2,1,1,1,1,1,1,48,1,1,2,2,3
5,1,3,2,4,3,1,1,1,1,6,1,1,3,1,1,1,1,1,1,3,1,6,3,2,1,2,1,1,1,3,1,1,45,1,1,1,2,3
6,1,3,2,4,3,1,1,4,1,5,1,1,4,1,2,1,2,1,1,2,1,6,4,2,2,1,1,1,1,3,1,1,50,1,2,2,4,4
7,1,4,3,5,4,1,1,4,1,6,1,1,5,1,4,2,1,1,2,2,1,6,4,2,1,1,1,1,1,3,1,1,49,1,1,1,2,5
8,1,4,3,4,4,1,1,4,1,6,1,1,3,1,3,1,3,1,2,2,1,5,4,3,3,2,1,1,1,1,1,1,40,1,3,2,1,4
9,1,4,3,4,4,1,1,2,1,5,1,1,4,1,3,1,3,1,1,2,1,5,4,3,3,1,1,1,1,4,1,1,42,1,3,2,2,4
10,1,2,2,3,3,1,1,4,1,4,1,1,3,1,2,2,2,1,2,2,1,5,3,2,2,1,1,1,1,3,1,1,42,1,2,2,2,3
11,1,3,2,3,3,1,1,3,1,4,1,1,3,1,3,2,2,1,2,2,1,5,3,2,2,2,1,2,1,2,1,1,43,1,2,1,1,3
12,1,4,2,3,3,1,1,2,1,3,1,1,3,1,3,1,2,1,1,3,1,3,3,3,2,2,1,1,1,5,1,1,30,1,2,2,1,3
13,1,3,3,3,4,1,1,2,1,4,1,1,4,1,3,2,2,1,3,2,1,4,3,2,2,1,1,1,1,3,1,1,47,1,2,2,2,4
14,1,2,2,2,2,1,1,5,1,3,2,1,3,1,3,1,3,1,2,2,1,5,3,2,3,2,1,2,1,2,1,1,39,1,2,1,2,2
15,1,2,2,2,2,1,1,5,1,3,2,1,3,1,3,1,3,1,2,2,1,5,3,2,3,2,1,2,1,0,1,1,39,1,2,1,2,2
16,1,4,3,4,4,1,1,1,1,6,1,1,4,1,3,2,3,1,1,2,1,6,5,2,3,2,1,1,1,1,1,1,49,1,3,2,4,3
17,1,3,2,4,4,1,1,4,1,4,2,1,4,1,2,2,2,1,1,2,1,5,4,2,2,2,1,1,1,3,1,1,47,1,1,2,2,4
18,1,3,2,3,3,1,1,4,1,4,1,1,1,1,3,2,2,1,2,2,1,5,4,3,2,2,1,2,1,3,1,1,37,1,1,2,1,3
19,1,3,2,3,3,1,1,3,1,4,1,1,4,1,2,2,2,1,2,2,1,4,4,3,2,1,1,2,1,2,1,1,40,1,2,2,2,3
20,1,5,3,4,4,1,1,2,1,5,1,1,3,1,3,2,3,1,2,2,1,6,3,2,2,2,1,2,1,2,1,1,46,1,2,2,2,3
21,1,4,3,4,4,1,1,2,1,5,1,1,4,1,4,2,3,1,2,3,1,5,5,2,2,2,1,1,1,2,1,1,27,1,2,2,1,4
22,1,4,4,3,4,1,1,3,1,4,1,1,4,1,4,1,4,1,3,2,1,4,3,2,2,1,1,2,1,5,1,1,46,1,3,3,2,4
23,1,4,2,4,4,1,1,1,1,4,1,1,4,1,2,2,2,1,1,3,1,5,5,3,2,2,1,1,1,2,1,1,41,1,2,3,2,4
24,1,3,3,4,4,1,1,3,1,5,2,1,3,1,3,2,3,1,2,3,1,5,4,1,2,1,1,1,1,4,1,1,41,1,2,2,2,4
25,1,4,3,4,3,1,1,2,1,3,1,1,3,1,3,2,2,1,2,2,1,4,3,3,2,2,1,2,1,2,1,1,35,1,2,3,2,3
26,1,4,3,3,4,1,1,3,1,6,1,1,3,1,3,3,3,1,2,3,1,6,3,3,3,2,1,2,1,3,1,1,36,1,2,1,2,3
27,1,3,3,3,3,1,1,2,1,4,2,1,3,1,3,2,3,1,2,2,1,4,3,3,3,2,1,2,1,1,1,1,50,1,3,2,4,3
28,1,4,3,5,4,1,1,1,1,6,1,1,4,1,3,3,3,1,1,4,1,4,5,3,3,2,1,1,1,5,1,1,41,1,3,1,2,5
29,1,4,3,5,4,1,1,1,1,6,1,1,4,1,3,3,3,1,1,4,1,4,5,3,3,2,1,1,1,5,1,1,41,1,3,1,2,5
30,1,3,5,5,5,1,1,1,1,6,1,1,3,1,4,1,4,1,2,2,1,6,4,3,3,1,1,3,1,4,1,1,55,1,2,3,1,4
31,1,4,4,4,4,1,1,1,1,4,2,1,4,1,3,2,4,1,2,3,1,4,4,4,4,2,1,1,1,4,1,1,50,1,4,2,4,4
32,1,4,3,5,4,1,1,3,1,5,1,1,4,1,2,3,2,1,2,3,1,5,4,2,2,2,1,1,1,1,1,1,46,1,2,3,2,4
33,1,5,3,5,5,1,1,2,1,6,1,1,5,1,3,3,3,1,2,3,1,6,5,3,3,1,1,1,1,4,1,1,36,1,2,3,1,5
34,1,3,3,5,4,1,1,3,1,4,2,1,5,1,3,2,3,1,2,3,1,5,4,3,3,1,1,2,1,4,1,1,53,1,3,2,2,5
35,1,5,3,5,5,1,1,3,1,5,1,1,5,1,4,3,3,1,1,3,1,6,3,3,3,1,1,1,1,4,1,1,23,1,3,3,1,5
36,1,4,4,3,3,1,1,2,1,4,3,1,3,1,3,1,3,1,3,3,1,4,3,4,3,2,1,1,1,4,1,1,37,1,3,3,2,3
37,1,6,6,5,6,1,1,1,1,5,1,1,6,1,6,4,5,1,4,1,1,6,6,6,5,1,1,1,1,4,1,1,29,1,5,4,2,3
38,1,3,2,3,4,1,1,3,1,4,2,1,3,1,2,2,2,1,2,3,1,5,3,2,2,2,1,2,1,4,1,1,41,1,2,3,2,3
39,1,3,3,3,3,1,1,3,1,5,1,1,3,1,3,3,2,1,3,3,1,5,3,3,2,1,1,2,1,1,1,1,41,1,2,3,1,3
40,1,4,4,5,4,1,1,3,1,5,1,1,4,1,4,3,3,1,3,3,1,5,4,3,3,2,1,2,1,3,1,1,48,1,3,3,2,5
41,1,5,2,4,5,1,1,3,1,3,1,1,4,1,3,4,4,1,2,3,1,4,3,2,2,2,1,1,1,1,1,1,38,1,2,4,2,4
42,1,3,3,3,4,1,1,1,1,6,1,1,4,1,3,3,3,1,2,3,1,5,5,2,3,1,1,2,1,2,1,1,65,1,2,4,2,3
43,1,4,3,5,4,1,1,1,1,5,2,1,5,1,3,3,2,1,3,3,1,5,4,3,3,2,1,2,1,4,1,1,44,1,2,3,2,4
44,1,4,4,4,4,1,1,1,1,6,2,1,3,1,3,3,3,1,3,3,1,4,3,3,2,1,1,2,1,3,1,1,47,1,2,3,2,4
45,1,4,4,4,5,1,1,4,1,5,2,1,5,1,3,3,3,1,2,3,1,6,4,3,3,1,1,2,1,4,1,1,34,1,3,3,1,5
46,1,4,5,5,5,1,1,1,1,5,1,1,5,1,4,2,3,1,1,5,1,6,5,3,4,1,1,1,1,4,1,1,28,1,3,4,0,5
47,1,4,3,4,4,1,1,4,1,4,3,1,4,1,3,3,3,1,2,3,1,5,3,3,3,2,1,2,1,4,1,1,37,1,3,3,2,3
48,1,5,3,5,5,1,1,1,1,6,1,1,4,1,3,4,3,1,1,4,1,4,5,3,3,2,1,1,1,5,1,1,41,1,3,4,2,5
49,1,4,4,5,5,1,1,3,1,5,2,1,5,1,3,2,3,1,3,4,1,5,5,3,3,2,1,3,1,2,1,1,44,1,3,3,1,4
50,1,3,4,6,5,1,1,1,1,5,3,1,5,1,4,2,3,1,1,3,1,6,5,3,3,1,1,2,1,4,1,1,26,1,3,4,1,6
51,1,4,3,3,3,1,1,3,1,4,2,1,4,1,3,4,3,1,2,3,1,5,5,3,3,1,1,2,1,1,1,1,30,1,3,4,1,4
52,1,5,5,5,5,1,1,2,1,6,2,1,5,1,4,4,3,1,3,4,1,6,5,3,4,1,1,2,1,3,1,1,49,1,3,3,2,5
53,1,4,4,4,4,1,1,4,1,4,3,1,4,1,5,3,4,1,3,3,1,6,4,5,4,2,1,3,1,4,1,1,48,1,4,3,1,5
54,1,3,4,4,5,1,1,4,1,4,3,1,4,1,3,4,2,1,3,4,1,5,3,3,2,1,1,2,1,2,1,1,50,1,2,3,4,5
55,1,5,4,5,4,1,1,3,1,5,4,1,4,1,4,3,2,1,2,4,1,6,5,4,2,2,1,1,1,4,1,1,32,1,2,4,1,5
56,1,4,4,5,3,1,1,3,1,3,1,1,3,1,3,4,3,1,3,5,1,5,3,3,3,2,1,2,1,4,1,1,40,1,3,4,2,4
57,1,4,4,4,5,1,1,3,1,5,3,1,5,1,3,3,3,1,3,4,1,5,4,3,3,2,1,3,1,4,1,1,27,1,3,3,2,4
58,1,4,4,4,4,1,1,5,1,5,4,1,4,1,4,4,4,1,3,4,1,5,5,4,4,2,1,2,1,4,1,1,42,1,4,3,2,4
59,1,4,2,4,4,1,1,3,1,4,4,1,4,1,3,4,2,1,3,3,1,5,4,3,2,2,1,3,1,3,1,1,52,1,2,4,2,4
60,1,4,3,4,4,1,1,3,1,4,4,1,4,1,3,4,2,1,4,3,1,4,4,3,2,2,1,3,1,4,1,1,50,1,2,4,2,4
61,1,4,4,4,4,1,1,1,1,6,4,1,4,1,4,3,3,1,3,4,1,5,4,3,3,2,1,3,1,3,1,1,43,1,3,4,2,4
62,1,4,6,6,6,1,1,1,1,6,3,1,3,1,3,3,3,1,1,6,1,6,6,3,3,1,1,1,1,5,1,1,44,1,3,5,2,6
63,1,4,6,6,6,1,1,1,1,6,3,1,3,1,3,3,3,1,1,6,1,6,6,3,3,1,1,1,1,5,1,1,44,1,3,5,2,6
64,1,6,5,5,6,1,1,2,1,6,3,1,5,1,4,3,4,1,3,5,1,6,5,3,3,2,1,2,1,4,1,1,44,1,3,5,1,5
65,1,5,5,5,5,1,1,2,1,6,3,1,5,1,5,4,5,1,2,4,1,5,5,5,4,2,1,2,1,5,1,1,39,1,4,5,2,5
66,1,3,2,3,4,1,1,2,1,4,3,1,5,1,2,5,2,1,1,5,1,5,4,2,2,2,1,1,1,4,1,1,34,1,2,5,1,5
67,1,5,3,5,5,1,1,4,1,5,4,1,5,1,3,4,3,1,4,4,1,6,5,3,3,1,1,3,1,3,1,1,51,1,3,4,2,4
68,1,6,4,5,5,1,1,2,1,6,3,1,6,1,5,4,3,1,3,4,1,6,5,3,3,1,1,3,1,1,1,1,64,1,3,5,2,5
69,1,3,5,4,3,1,1,3,1,6,5,1,4,1,6,3,4,1,5,4,1,5,5,4,3,1,1,3,1,4,1,1,47,1,3,4,1,4
70,1,5,4,5,6,1,1,1,1,6,4,1,4,1,5,3,5,1,4,5,1,6,6,4,4,2,1,3,1,2,1,1,26,1,3,4,1,5
71,1,4,3,4,4,1,1,5,1,5,3,1,3,1,3,4,3,1,2,4,1,5,4,4,3,2,1,4,1,4,1,1,40,1,3,5,2,3
72,1,4,4,4,4,1,1,2,1,5,4,1,4,1,4,3,4,1,4,5,1,5,4,4,4,2,1,4,1,1,1,1,47,1,4,4,2,4
73,1,5,5,4,5,1,1,5,1,2,2,1,5,1,5,5,6,1,5,5,1,3,4,4,5,1,1,4,1,2,1,1,26,1,5,4,1,3
74,1,6,5,5,6,1,1,1,1,6,4,1,5,1,4,4,2,1,4,5,1,6,5,3,2,2,1,3,1,4,1,1,46,1,2,5,2,6
75,1,5,5,6,6,1,1,1,1,6,4,1,6,1,3,4,5,1,4,5,1,6,6,3,3,1,1,3,1,3,1,1,40,1,3,5,2,5
76,1,4,4,4,4,1,1,1,1,5,5,1,4,1,4,3,4,1,3,5,1,6,4,4,4,2,1,3,1,3,1,1,43,1,3,5,2,4
77,1,3,5,5,5,1,1,3,1,5,5,1,3,1,4,3,4,1,5,5,1,5,5,4,4,2,1,3,1,4,1,1,32,1,4,5,2,5
78,1,4,5,5,5,1,1,3,1,5,5,1,4,1,4,5,3,1,4,5,1,5,5,3,3,2,1,5,1,4,1,1,42,1,3,5,2,5
79,1,3,4,4,4,1,1,1,1,5,1,1,3,1,3,1,3,1,1,2,1,6,4,3,2,2,2,1,1,5,1,1,26,1,2,2,1,4
80,1,5,3,5,5,1,1,4,1,4,2,1,5,1,3,2,2,1,1,3,1,4,5,3,2,2,2,1,1,2,1,1,41,1,2,3,2,4
81,1,6,4,6,6,1,1,3,1,6,2,1,6,1,4,3,3,1,1,3,1,6,6,2,2,2,1,1,1,4,1,1,23,2,2,3,1,6
82,1,5,2,5,4,1,1,3,1,5,2,1,4,1,2,3,3,1,2,3,1,6,4,2,3,1,2,2,1,2,1,1,29,1,2,3,1,3
83,1,3,3,3,3,1,1,3,1,5,3,1,3,1,3,2,3,1,3,3,1,6,3,3,3,2,2,2,1,4,1,1,41,1,3,3,2,3
84,1,3,3,4,4,1,1,3,1,4,3,1,4,1,3,3,3,1,3,3,1,5,4,3,3,1,1,2,1,1,1,1,42,2,3,3,2,4
85,1,5,3,6,5,1,1,3,1,5,1,1,6,1,4,4,1,1,3,4,1,6,5,3,3,1,2,3,1,3,1,1,31,1,3,3,1,5
86,1,3,3,4,3,1,1,3,1,5,3,1,4,1,4,3,4,1,2,3,1,5,4,3,2,2,2,2,1,1,1,1,29,1,2,4,2,3
87,1,5,5,4,5,1,1,3,1,5,2,1,4,1,4,3,4,1,3,3,1,5,4,4,4,2,2,2,1,2,1,1,39,1,4,5,2,4
88,1,3,2,4,3,1,1,3,1,5,3,1,3,1,3,4,2,1,3,3,1,5,4,3,2,2,2,3,1,3,1,1,35,1,2,3,0,4
89,1,5,4,5,5,1,1,1,1,6,3,1,5,1,2,3,2,1,2,3,1,6,5,5,2,1,2,2,1,4,1,1,45,1,2,5,2,5
90,1,4,2,3,4,1,1,2,1,5,4,1,5,1,2,3,1,1,2,3,1,5,5,2,1,1,2,2,1,2,1,1,34,1,1,4,2,4
91,1,6,5,6,6,1,1,2,1,6,3,1,6,1,5,4,5,1,3,4,1,5,6,4,4,1,2,3,1,1,1,1,34,1,3,3,2,6
92,1,3,3,5,3,1,1,3,1,5,5,1,5,1,3,4,4,1,2,4,1,6,5,3,2,2,1,2,1,3,1,1,47,2,2,4,4,4
93,1,3,4,5,4,1,1,2,1,3,2,1,2,1,5,6,3,1,5,6,1,5,5,3,3,1,2,4,1,3,1,1,19,1,3,5,1,4
94,1,5,5,5,5,1,1,3,1,6,5,1,5,1,5,5,4,1,5,4,1,6,5,5,4,2,1,4,1,1,1,1,44,2,3,5,4,5
95,1,3,2,3,4,1,1,3,1,4,3,1,3,1,2,2,2,1,2,3,1,4,5,3,2,2,2,2,1,4,1,1,35,2,2,3,1,5
96,1,3,4,5,4,1,1,1,1,5,2,1,6,1,2,3,3,1,2,4,1,6,3,3,4,1,2,1,1,4,1,1,42,2,2,3,2,5
97,1,3,3,4,3,2,1,2,1,5,3,1,3,1,3,2,3,1,2,3,1,5,4,4,4,1,2,2,1,5,1,1,55,2,4,3,0,3
98,1,6,3,6,6,1,1,5,1,4,4,1,6,1,3,1,3,1,2,4,1,6,6,2,2,1,2,1,1,4,1,1,52,2,2,4,2,6
99,1,4,3,4,4,1,1,2,1,5,3,1,3,1,3,3,2,1,2,3,1,5,5,3,3,1,2,3,1,0,1,1,27,2,2,4,1,5
100,1,3,3,3,4,1,1,2,1,5,3,1,3,1,3,4,3,1,3,3,1,5,4,3,3,2,2,3,1,4,1,1,37,2,3,3,2,4
101,1,6,6,6,6,1,1,1,1,6,5,1,6,1,5,6,4,1,6,6,1,6,6,4,4,1,2,5,1,3,1,1,33,2,4,6,0,6
102,1,4,2,6,5,1,1,2,1,6,2,1,5,1,2,4,4,1,2,5,1,6,5,2,2,1,2,2,1,4,1,1,46,3,2,4,4,5
103,1,4,4,5,5,1,1,1,1,6,4,1,4,1,6,6,4,1,5,4,1,4,4,3,3,1,2,3,1,1,1,1,28,3,3,5,1,5
104,1,6,6,6,6,1,1,2,1,5,6,1,5,1,5,5,4,1,6,6,1,6,6,3,2,1,3,1,1,3,1,1,44,2,2,6,2,6
105,1,6,6,6,4,1,1,1,1,6,1,1,6,1,4,6,4,1,4,6,1,6,6,4,4,2,3,3,1,2,1,1,31,3,4,5,2,6
106,1,5,6,5,6,1,1,1,1,5,5,1,4,1,5,6,3,1,4,5,1,5,4,3,2,2,3,4,1,3,1,1,36,3,4,5,4,3
107,1,3,4,6,4,1,1,1,1,5,3,1,5,1,3,4,3,2,3,4,1,6,5,4,3,2,1,4,1,4,1,1,48,1,2,3,2,5
108,1,5,5,5,5,2,1,1,1,5,2,1,5,1,4,5,4,2,2,5,1,4,4,4,3,1,1,3,1,1,2,1,39,1,3,5,2,4
109,1,3,3,4,3,1,1,1,1,6,3,1,4,1,3,2,1,1,2,4,2,6,4,2,2,2,2,1,1,2,1,1,58,1,2,2,2,3
110,1,5,3,5,5,1,1,2,1,6,1,1,5,1,3,2,3,2,3,3,1,6,4,3,3,2,2,1,1,2,1,1,38,2,3,3,4,5
111,1,6,5,6,6,1,1,2,1,6,3,1,6,1,3,4,5,1,1,3,1,6,6,1,1,1,2,2,2,4,1,1,40,2,1,3,2,6
112,1,3,3,3,3,1,1,2,1,4,2,1,4,1,3,4,2,2,2,4,1,5,3,2,2,2,2,2,1,4,1,1,35,2,2,4,2,4
113,1,3,3,5,4,1,1,3,1,5,3,1,4,1,4,4,3,2,2,4,1,5,5,3,3,2,3,2,1,4,1,1,41,2,3,4,2,4
114,1,4,4,4,4,1,1,2,1,5,2,1,4,1,4,4,4,2,4,4,1,5,4,4,4,1,3,2,1,5,1,1,38,3,4,4,2,4
115,1,5,2,5,5,1,1,2,2,5,2,1,4,1,2,3,1,1,1,3,2,5,6,1,2,2,1,1,1,4,1,1,41,1,2,1,2,5
116,1,2,2,2,2,1,1,5,1,4,2,1,2,1,3,2,2,1,2,4,2,3,2,3,3,1,1,2,2,2,1,1,30,1,2,2,1,2
117,1,3,4,5,5,1,1,2,1,5,3,1,5,1,3,4,3,1,3,4,3,5,5,3,3,2,1,3,1,4,1,1,36,1,3,4,1,5
118,1,3,4,5,5,1,1,2,1,5,3,1,5,1,3,4,3,1,3,4,3,5,5,3,3,2,1,3,1,4,1,1,36,1,3,4,1,5
119,1,4,4,5,6,1,1,1,1,5,5,1,5,1,4,3,3,1,4,3,1,6,5,3,3,2,1,3,2,1,1,2,63,1,3,4,2,5
120,1,6,3,6,6,1,1,3,1,5,1,1,6,1,3,2,3,2,2,2,2,5,6,3,3,2,1,1,1,1,1,1,50,2,3,2,2,6
121,1,5,2,5,5,1,1,3,1,6,1,1,5,1,3,2,3,3,2,3,1,5,3,2,2,2,2,1,1,4,1,1,41,2,1,3,4,3
122,1,5,4,5,5,2,1,3,1,6,1,1,4,1,3,3,3,2,3,5,2,6,5,3,3,1,2,2,1,1,2,1,50,2,3,3,2,5
123,1,3,3,5,3,1,1,2,1,5,3,1,4,1,3,3,3,1,3,3,1,5,5,3,2,1,1,3,3,3,1,1,40,3,3,4,2,4
124,1,5,3,5,5,1,1,2,1,6,1,1,5,1,3,2,3,2,2,2,2,6,5,4,2,1,3,1,1,4,1,1,49,3,2,3,2,5
125,1,4,5,5,5,1,1,2,1,5,4,1,4,1,4,5,5,1,3,4,3,6,5,3,5,2,5,3,1,1,1,1,34,1,4,5,1,5
