Participantsex,Leadersex,Group,Typeofcompany,Maniexp1,Maniexp2,VARCOMPETENCE,VARWARMTH,VARADMIRATION,VARENVY,VARDISGUST,VARRECASSESSMENT,VARRECREPLACEMENTLEADER,VARRECRESPONSAATRIB,Assessmentleader,Responsaatribu,Replacementleader,Competent,Confident,Capable,Efficient,Intelligent,Skilful,Friendly,Wellintentioned,Trustworthy,Warm,Goodnatured,Sincere,Jealous,Envious,Admiring,Proud,Respectful,Inspired,Uneasy,Angry,Desprecio,Resentful,Molestia,Disgusted,Hateful,Frustrated,Ashamed,Pity,Simpaty,Maritalstatus,Age,Province,Nationality,Levelofeducation,Profession
1,2,2,1,6,5,4.83333333333333,3.83333333333333,3,1.5,1,1,5,1,6,6,2,4,4,5,5,6,5,4,4,4,4,4,3,1,2,3,3,4,3,2,1,1,1,1,1,1,1,1,1,3,1,38,Baleares,española,2,tecnicoderayosx
2,2,2,1,4,5,4.66666666666667,4.16666666666667,3.2,1.5,1,3,4,2,4,5,3,4,4,5,5,5,5,4,4,5,4,4,4,1,2,4,3,4,4,1,1,1,1,1,1,1,1,1,1,3,2,35,Murcia,ESPAÑOLA,5,RRHH
1,2,2,1,5,6,4.5,4.5,3.4,1.5,1,2,5,2,5,5,2,5,5,4,3,5,5,4,4,4,5,5,5,2,1,4,4,5,1,3,1,1,1,1,1,1,1,1,1,3,2,45,Málaga,ESPAÑOLA,1,HOSTELERO
2,2,2,1,6,6,4.33333333333333,2.66666666666667,3.6,1.5,1,1,4,3,6,4,3,4,5,4,5,3,5,3,4,4,2,2,1,2,1,4,4,5,3,2,1,1,1,1,1,1,1,1,1,3,2,38,Málaga,ESPAÑOLA,3,DESEMPLEADA
1,2,2,1,6,6,4,4,3.6,1.5,1,2,6,1,5,6,1,3,3,2,5,5,6,5,4,3,5,5,2,2,1,4,4,4,5,1,1,1,1,1,1,1,1,1,1,3,1,42,Madrid,Española,5,médico
1,2,2,1,3,3,4.33333333333333,3.33333333333333,3.8,1.5,1,2,5,2,5,5,2,3,4,5,3,6,5,3,4,3,3,3,4,1,2,3,4,4,4,4,1,1,1,1,1,1,1,1,1,3,2,40,Málaga,españaol,3,aux.admtivo
2,2,2,1,6,6,4.66666666666667,3.5,3.8,1.5,1,1,6,1,6,6,1,4,4,5,5,5,5,4,4,4,3,3,3,1,2,5,4,4,4,2,1,1,1,1,1,1,1,1,1,4,2,64,Baleares,ESPAÑOLA,1,DEPENDIENTA
1,2,2,1,6,6,5.33333333333333,4.6,3.8,1.5,1,2,5,1,5,6,2,6,6,5,5,5,5,5,5,5,4,4,,1,2,4,2,5,5,3,1,1,1,1,1,1,1,1,1,6,1,25,Navarra,Espana,2,Desempleado
2,2,2,1,5,6,5,5,4,1.5,1,1,6,1,6,6,1,5,5,5,5,5,5,5,5,5,5,5,5,2,1,5,1,5,5,4,1,1,1,1,1,1,1,1,1,1,2,51,Navarra,Espana,1,
1,2,2,1,5,5,4.66666666666667,4.16666666666667,4.2,1.5,1,1,6,2,6,5,1,6,6,4,4,4,4,3,4,5,4,4,5,2,1,5,3,5,5,3,1,1,1,1,1,1,1,1,1,5,1,31,Navarra,Espana,4,
2,2,2,1,5,4,4.5,2,2.4,2,1,2,3,3,5,4,4,4,5,4,4,5,5,2,2,2,2,2,2,1,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,41,Madrid,España,4,orientacioneducativa
2,2,2,1,4,5,3.5,2.16666666666667,2.6,2,1,2,3,2,5,5,4,3,3,3,4,4,4,2,2,3,2,2,2,2,2,3,2,3,3,2,1,1,1,1,1,1,1,1,1,2,1,32,Murcia,Española,4,Músico
1,2,2,1,4,4,3.66666666666667,3,2.6,2,1,3,4,2,4,5,3,4,3,4,4,3,4,3,3,3,3,3,3,1,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,2,2,33,Baleares,española,3,celador
2,2,2,1,6,5,4.83333333333333,2.83333333333333,2.8,2,1,1,5,1,6,6,2,5,4,5,6,4,5,3,3,3,3,2,3,2,2,3,3,3,4,1,1,1,1,1,1,1,1,1,1,3,1,20,Asturias,española,2,
2,2,2,1,5,4,4,4,2.8,2,1,2,5,3,5,4,2,4,4,4,4,4,4,4,4,4,3,4,5,2,2,4,2,4,2,2,1,1,1,1,1,1,1,1,1,5,1,30,Burgos,Espana,4,ServicioalCliente
1,2,2,1,4,3,4.16666666666667,3.33333333333333,3.2,2,1,3,6,2,4,5,1,4,3,4,5,5,4,4,3,4,3,3,3,1,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,36,Baleares,española,4,enfermero
1,2,2,1,4,5,4.83333333333333,3.66666666666667,3.2,2,1,1,6,1,6,6,1,6,5,5,5,4,4,3,4,4,3,4,4,2,2,4,1,4,4,3,1,1,1,1,1,1,1,1,1,4,2,48,Navarra,Espana,1,Operario
2,2,2,1,6,6,4.33333333333333,3.5,3.4,2,1,2,6,1,5,6,1,4,4,4,4,5,5,3,3,4,5,2,4,2,2,3,4,4,4,2,1,1,1,1,1,1,1,1,1,2,2,47,Alicante,ESPAÑOLA,3,PINTORA
1,2,2,1,6,5,5.16666666666667,4.5,3.4,2,1,1,4,2,6,5,3,5,6,5,5,5,5,5,5,5,4,4,4,2,2,4,3,4,4,2,1,1,1,1,1,1,1,1,1,5,0,,Porfavorseleccionaprovincia,,0,
2,2,2,1,6,6,5.83333333333333,3.16666666666667,4.4,2,1,2,6,1,5,6,1,5,6,6,6,6,6,3,3,3,3,2,5,1,3,5,5,5,5,2,1,1,1,1,1,1,1,1,1,3,2,48,Alicante,ESPAÑOLA,3,EDUCADORA
2,2,2,1,4,5,5.16666666666667,3.66666666666667,4.6,2,1,1,5,1,6,6,2,4,5,5,6,5,6,2,4,4,4,4,4,2,2,6,4,6,5,2,1,1,1,1,1,1,1,1,1,3,2,35,Toledo,ESPAÑOLA,4,MAESTRA
2,2,2,1,5,3,2.83333333333333,2.66666666666667,2.2,2.5,1,2,5,3,5,4,2,3,3,2,3,3,3,4,4,2,1,2,3,3,2,4,2,3,1,1,1,1,1,,1,1,1,1,1,2,2,48,Málaga,ESPAÑOLA,4,COCINERA
2,2,2,1,4,3,3.66666666666667,2.83333333333333,2.4,2.5,1,2,4,3,5,4,3,3,4,3,4,4,4,3,3,3,2,3,3,2,3,3,2,2,3,2,1,1,1,1,1,1,1,1,1,3,1,43,Baleares,española,5,medico
2,2,2,1,6,5,5.33333333333333,3.33333333333333,3,2.5,1,2,4,1,5,6,3,5,4,5,6,6,6,3,4,4,3,3,3,2,3,4,3,3,3,2,1,1,1,1,1,1,1,1,1,3,1,37,Baleares,española,2,administrativa
2,2,2,1,5,5,4.66666666666667,3.6,3.2,2.5,1,2,6,2,5,5,1,5,5,4,5,4,5,3,4,4,3,,4,2,3,4,2,4,3,3,1,1,1,1,1,1,1,1,1,1,1,30,Navarra,Espana,3,Servicios
1,2,2,1,6,5,4.33333333333333,3.83333333333333,3.2,2.5,1,2,6,1,5,6,1,4,3,4,5,5,5,4,4,4,3,4,4,2,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,3,2,42,Baleares,,5,medico
2,2,2,1,6,6,5,4.16666666666667,4.2,2.5,1,2,4,2,5,5,3,5,5,5,5,5,5,5,4,4,4,4,4,3,2,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4,2,34,Alicante,Española,4,Profesorconservatorio
1,2,2,1,4,4,4,4,3,3,1,2,4,2,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,2,3,3,2,1,1,1,1,1,1,1,1,1,4,2,37,Madrid,española,2,comercial
2,2,2,1,5,5,4.66666666666667,2.83333333333333,3.8,3,1,6,5,2,1,5,2,4,4,5,5,5,5,2,2,4,3,3,3,3,3,5,4,4,4,2,1,1,1,1,1,1,1,1,1,5,1,38,Alicante,española,1,operaria
2,2,2,1,6,6,6,3.5,4.2,3.5,1,1,5,2,6,5,2,6,6,6,6,6,6,3,6,5,2,3,2,4,3,5,3,6,6,1,1,1,1,1,1,1,1,1,1,6,2,59,Madrid,ESPAÑOLA,4,FUNCIONARIA
1,2,2,1,5,4,3.16666666666667,2.33333333333333,1.4,1,1.14285714285714,3,4,3,4,4,3,3,4,3,3,3,3,2,3,2,3,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,62,Asturias,española,3,comercial
1,2,2,1,5,4,4.5,2.33333333333333,1.6,1,1.14285714285714,2,4,3,5,4,3,4,5,5,5,4,4,2,2,3,2,2,3,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,39,Toledo,español,4,empresario
1,2,2,1,2,3,2.33333333333333,1.5,1.8,1,1.14285714285714,3,5,4,4,3,2,2,3,2,2,3,2,1,2,2,1,1,2,1,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,2,45,Madrid,ESPAÑOLA,3,PERITOJUDICIAL
1,2,2,1,2,3,2.16666666666667,1.83333333333333,1.8,1,1.14285714285714,4,4,5,3,2,3,2,2,2,3,2,2,2,3,3,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,2,1,1,1,2,50,Madrid,ESPAÑOLA,3,MILITAR
1,2,2,1,5,6,4.16666666666667,3.33333333333333,4,1,1.14285714285714,2,4,2,5,5,3,5,4,3,4,4,5,3,5,5,2,3,2,1,1,4,3,6,6,1,1,1,1,1,1,1,2,1,1,4,2,40,Málaga,ESPAÑOLA,3,SUPERVISORNACIONALDEEMPRESACOMPRADEORO
1,2,2,1,5,5,3.33333333333333,3,2,2,1.14285714285714,4,3,3,3,4,4,3,3,3,4,3,4,2,4,3,2,2,5,2,2,3,1,3,2,1,1,1,1,1,1,1,2,2,1,1,2,55,Alicante,ESPAÑOLA,2,COMERCIAL
2,2,2,1,5,3,5.33333333333333,3.16666666666667,2.2,2,1.14285714285714,1,5,2,6,5,2,6,5,5,6,5,5,4,3,3,3,3,3,1,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,,4,54,Baleares,española,2,administrativa
1,2,2,1,3,4,4,3.66666666666667,2.2,2,1.14285714285714,3,5,4,4,3,2,4,4,4,4,4,4,3,4,4,3,4,4,2,2,2,1,3,3,2,2,1,1,1,1,1,1,1,1,4,1,31,Navarra,Espana,2,
1,2,2,1,5,6,4.5,4,3.8,2,1.14285714285714,3,5,2,4,5,2,4,5,4,5,4,5,5,4,4,3,4,4,2,2,4,3,5,4,3,1,1,1,1,1,1,2,1,1,3,2,42,LasPalmas,Española,2,pinche
2,2,2,1,4,6,5.5,4.33333333333333,4,2,1.14285714285714,2,5,2,5,5,2,5,6,6,5,5,6,4,4,5,4,4,5,2,2,5,5,4,3,3,2,1,1,1,1,1,1,1,1,4,2,33,Málaga,ESPAÑOLA,1,DEPENDIENTA
2,2,2,1,3,3,2.5,2,2.5,2.5,1.14285714285714,4,5,5,3,2,2,2,3,2,3,3,2,2,2,2,3,1,2,3,2,3,2,3,,2,1,1,1,1,1,1,2,1,1,2,1,35,Cádiz,española,4,recepcionistadehotel
1,2,2,1,5,4,5.5,4.16666666666667,3.2,2.5,1.14285714285714,1,1,1,6,6,6,6,5,6,6,5,5,5,5,5,4,4,2,3,2,4,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,30,Baleares,española,3,celador
1,2,2,1,5,6,4.66666666666667,2.33333333333333,3.4,2.5,1.14285714285714,1,5,3,6,4,2,4,4,5,4,5,6,2,2,2,4,3,1,3,2,2,5,4,4,2,1,1,1,1,1,1,2,1,3,3,1,38,Valladolid,Española,4,Contable
2,2,2,1,6,5,5,4.16666666666667,3.6,2.5,1.14285714285714,1,5,2,6,5,2,5,4,5,5,6,5,4,4,5,4,4,4,2,3,4,3,4,4,3,2,1,1,1,1,1,1,1,1,3,2,30,Baleares,española,4,enfermera
1,2,2,1,5,5,5.33333333333333,2.5,4.8,4,1.14285714285714,2,6,2,5,5,1,6,4,4,6,6,6,3,1,3,2,3,3,4,4,5,5,6,5,3,2,1,1,1,1,1,1,1,1,4,1,33,Baleares,ESPAÑOLA,0,COMERCIAL
1,2,2,1,3,3,5,1.83333333333333,3.2,1,1.28571428571429,3,5,5,4,2,2,5,6,4,5,5,5,1,4,3,1,1,1,1,1,1,3,5,5,2,1,1,1,1,1,1,3,1,1,2,2,42,Madrid,española,4,fisico
1,2,2,1,5,6,4.66666666666667,3.5,3.25,1,1.28571428571429,2,5,2,5,5,2,5,5,5,5,5,3,3,4,5,3,3,3,1,1,4,1,4,4,,3,1,1,1,1,1,1,1,1,4,2,49,Madrid,ESPAÑA,2,AUX.ADMON
1,2,2,1,5,4,3.33333333333333,2.16666666666667,2.6,2,1.28571428571429,3,4,4,4,3,3,3,3,3,4,3,4,2,3,4,1,1,2,2,2,3,2,3,4,1,1,1,1,2,1,1,2,1,1,2,2,38,Málaga,ESPAÑOLA,2,DEPENDIENTE
1,2,2,1,6,4,3.16666666666667,3,4,2,1.28571428571429,2,5,3,5,4,2,3,3,3,3,4,3,3,3,3,2,3,4,2,2,6,4,3,4,3,1,1,1,2,1,1,2,1,1,3,1,25,Madrid,española,4,administartivo
2,2,2,1,4,5,4,3.33333333333333,3.4,3,1.28571428571429,2,6,1,5,6,1,4,4,4,4,4,4,3,4,4,3,3,3,2,4,4,3,3,4,3,1,1,1,2,1,1,2,1,2,3,1,26,Baleares,española,4,enfermera
2,2,2,1,6,6,4.66666666666667,4,1.6,1,1.42857142857143,3,5,1,4,6,2,5,4,5,4,5,5,4,4,4,4,4,4,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,37,Alicante,española,4,profesora
2,2,2,1,4,4,2.83333333333333,3,2.5,1,1.42857142857143,3,5,5,4,2,2,3,3,3,3,2,3,1,6,5,2,2,2,1,1,2,,5,2,1,1,1,1,1,1,1,4,2,1,1,1,39,Madrid,ESPAÑOLA,5,ADMINISTRATIVAABOGADA
2,2,2,1,6,6,4.83333333333333,2.66666666666667,3.4,4,1.42857142857143,1,4,1,6,6,3,5,5,5,5,5,4,3,3,3,3,2,2,4,4,3,4,3,4,3,1,1,2,2,1,1,2,1,1,3,2,47,Valencia,ESPAÑOLA,4,GESTIÓNADMINISTRATIVA
2,2,2,1,5,5,3.5,3.16666666666667,4,2.5,1.57142857142857,2,5,1,5,6,2,4,5,2,5,3,2,3,5,5,2,2,2,2,3,5,3,5,5,2,1,1,1,2,2,1,3,2,1,4,1,42,Baleares,ESPAÑOLA,2,VARIAS
1,2,2,1,6,5,4,2.66666666666667,2,1.5,1.66666666666667,2,5,2,5,5,2,4,3,4,4,4,5,1,3,4,2,3,3,1,2,2,2,2,2,2,1,2,,2,2,1,2,2,,2,0,55,Madrid,española,3,directorfabricacion
2,2,2,1,5,5,2.33333333333333,2.5,1,1,1.71428571428571,4,4,2,3,5,3,2,3,3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,28,Alicante,española,4,informatica
1,2,2,1,4,3,2,1.5,2,3,1.85714285714286,5,5,5,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,3,2,2,2,1,3,2,2,2,1,1,2,1,2,2,2,55,Alicante,español,5,informatico
2,2,2,1,5,4,5.33333333333333,5,1.8,2,2,1,6,1,6,6,1,5,3,6,6,6,6,4,5,5,6,6,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,38,Baleares,ESPAÑOLA,4,PATRÓN
2,2,2,1,4,4,4,3.5,3.2,2,2,3,5,3,4,4,2,4,4,4,4,4,4,4,4,4,3,3,3,2,2,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,67,Zaragoza,Española,1,Ayudantedeenfermeria
1,2,2,1,3,3,1.66666666666667,1.66666666666667,2.8,2.5,2.14285714285714,4,4,5,3,2,3,2,1,2,1,2,2,1,1,2,2,1,3,3,2,4,3,3,2,2,3,3,2,1,1,2,3,3,2,3,4,45,Alicante,español,2,visitador
1,2,2,1,4,3,2.5,2.33333333333333,2.8,3,2.28571428571429,4,4,4,3,3,3,2,2,3,3,3,2,3,2,3,2,2,2,3,3,4,3,3,2,2,2,3,3,3,2,2,1,1,1,1,1,41,Porfavorseleccionaprovincia,español,3,fontanero
1,2,2,1,4,4,1.66666666666667,1.66666666666667,2.2,2.5,2.71428571428571,4,3,4,3,3,4,2,2,2,2,1,1,1,2,2,2,1,2,2,3,2,3,2,2,2,3,3,3,2,2,3,3,2,2,2,2,33,Porfavorseleccionaprovincia,español,3,funcionario
1,2,2,1,4,4,1.66666666666667,1.66666666666667,2.2,2.5,2.71428571428571,4,3,4,3,3,4,2,2,2,2,1,1,1,2,2,2,1,2,2,3,2,3,2,2,2,3,3,3,2,2,3,3,2,2,2,3,40,Alicante,español,4,funcionario
2,2,2,1,4,4,4.66666666666667,3.33333333333333,3.4,4,3.57142857142857,1,4,2,6,5,3,5,4,4,5,4,6,3,3,4,3,3,4,4,4,3,4,2,5,3,4,4,4,4,4,2,3,2,1,2,2,25,Madrid,ESPAÑOLA,3,ADMINISTRATIVA
1,2,2,1,3,2,2.83333333333333,1.83333333333333,1.8,1.5,3.71428571428571,5,2,3,2,4,5,2,4,2,3,4,2,2,1,2,2,3,1,2,1,1,2,2,2,2,5,4,4,3,3,3,4,5,3,2,2,63,Madrid,española,4,funcionario
2,2,2,1,1,4,5,3.5,3.4,3.5,4.14285714285714,1,6,1,6,6,1,5,5,5,5,5,5,5,5,2,3,3,3,4,3,4,3,4,4,2,4,3,5,4,4,5,4,3,2,2,1,33,Asturias,española,4,
2,2,2,1,1,1,1.5,1,1,1,4.85714285714286,6,6,6,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,4,5,6,5,1,1,2,,ESPAÑOLA,34,1,
1,2,2,1,3,3,2.16666666666667,2.83333333333333,2.8,2,5,6,1,6,1,1,6,2,5,1,1,2,2,2,2,2,3,2,6,2,2,2,5,2,3,2,5,5,5,4,4,6,6,1,1,3,2,64,Baleares,ESPAÑOLA,1,CONDUCTORAUTOBUSINTERURBANO
2,1,3,2,6,6,5.16666666666667,2.66666666666667,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,40,Valladolid,española,4,psicólogo
1,1,3,2,6,2,3,3.33333333333333,1,1,1,3,4,3,4,4,3,3,3,2,3,3,4,3,3,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,54,Valladolid,española,3,marmolista
1,1,3,2,6,2,3,3.33333333333333,1,1,1,3,4,3,4,4,3,3,3,2,3,3,4,3,3,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,54,Valladolid,española,3,marmolista
2,1,3,2,6,6,6,3.5,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,3,3,6,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,40,Valladolid,española,4,psicologo
2,1,3,2,6,6,6,3.5,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,3,3,6,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,40,Valladolid,española,4,psicologo
1,1,3,2,3,2,2,1,1.2,1,1,3,4,5,4,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,,2,40,Avila,española,4,funcionario
1,1,3,2,5,4,3.16666666666667,1.33333333333333,1.2,1,1,3,4,3,4,4,3,3,4,3,3,3,3,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,24,Baleares,española,3,TECNICOADMINISTRATIVO
2,1,3,2,1,2,2,2.16666666666667,1.4,1,1,4,5,5,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,44,Zamora,española,4,tecnicoenempresasyactividadesturisticas
1,1,3,2,5,5,4,2.16666666666667,1.4,1,1,1,4,2,6,5,3,4,4,4,4,4,4,3,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,46,Baleares,ESPAÑOLA,3,
2,1,3,2,3,3,2.83333333333333,1.5,1.6,1,1,2,4,3,5,4,3,3,3,3,3,2,3,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,44,Huesca,española,4,librera
2,1,3,2,5,5,4,2.33333333333333,1.6,1,1,3,5,3,4,4,2,4,4,4,4,4,4,1,1,3,3,3,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,2,50,Valladolid,española,4,auxiliaradministrativa
2,1,3,2,5,5,4,2.33333333333333,1.6,1,1,3,5,3,4,4,2,4,4,4,4,4,4,1,1,3,3,3,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,2,50,Valladolid,española,4,auxiliaradministrativa
1,1,3,1,4,4,2.83333333333333,3,1.6,1,1,3,4,3,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,1,,Española,36,1,1
1,1,3,1,3,3,3,3,1.6,1,1,3,5,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,41,Murcia,española,5,letrado
2,1,3,2,3,3,3,1.33333333333333,1.8,1,1,3,5,4,4,3,2,3,4,3,3,2,3,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,42,Salamanca,española,4,profesora
2,1,3,2,4,5,3.16666666666667,2.16666666666667,1.8,1,1,3,5,3,4,4,2,3,4,3,3,3,3,1,2,3,1,2,4,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,36,ACoruña,ESPAÑOLA,3,COORDINADORA
2,1,3,2,4,4,4.83333333333333,2.83333333333333,1.8,1,1,2,4,3,5,4,3,4,5,5,5,5,5,4,3,3,3,2,2,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,52,Baleares,española,2,administrativa
1,1,3,2,4,3,3.33333333333333,2,2,1,1,2,4,4,5,3,3,3,3,3,4,3,4,2,2,2,2,2,2,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,2,33,Madrid,Española,4,Médico
2,1,3,2,6,5,3.5,2.33333333333333,2,1,1,3,4,2,4,5,3,3,4,4,3,3,4,2,3,3,2,2,2,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,45,Córdoba,ESPAÑOLA,2,ADMINISTRATIVO
1,1,3,2,6,4,4.16666666666667,2.5,2,1,1,1,3,2,6,5,4,4,3,3,5,6,4,6,2,3,1,2,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,2,1,35,LasPalmas,Española,4,Profesor
1,1,3,2,4,5,4.83333333333333,3.66666666666667,2,1,1,2,6,2,5,5,1,5,6,4,5,4,5,3,6,3,4,3,3,1,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,47,Valladolid,española,5,
2,1,3,2,6,6,6,1.83333333333333,2.2,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,6,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,40,Valladolid,española,4,psicologo
1,1,3,2,6,6,4.83333333333333,2,2.2,1,1,1,4,1,6,6,3,5,5,5,5,4,5,2,2,2,2,2,2,1,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,38,Baleares,española,4,funcionario
2,1,3,2,4,5,3.16666666666667,2.33333333333333,2.2,1,1,2,4,2,5,5,3,4,3,3,3,3,3,2,3,2,2,3,2,1,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,2,4,47,Baleares,ESPAÑOLA,2,
1,1,3,1,5,5,4.5,3,2.2,1,1,2,3,3,5,4,4,5,5,4,4,4,5,3,4,3,2,2,4,1,1,4,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,44,Barcelona,,2,tecnicosuperior
1,1,3,2,4,5,4.83333333333333,3.66666666666667,2.2,1,1,2,6,2,5,5,1,5,6,4,5,4,5,3,6,3,4,3,3,1,1,4,1,2,3,1,1,1,1,1,1,1,1,1,1,3,2,47,Valladolid,española,5,banca
2,1,3,2,6,6,5,1.5,2.4,1,1,1,4,1,6,6,3,5,5,5,5,5,5,2,3,1,1,1,1,1,1,3,1,3,4,1,1,1,1,1,1,1,1,1,1,1,2,34,LasPalmas,Española,4,Encargadetienda
1,1,3,1,3,2,3.66666666666667,3.16666666666667,2.4,1,1,2,4,3,5,4,3,4,4,4,4,3,3,3,4,3,3,3,3,1,1,3,1,4,3,1,1,1,1,1,1,1,1,1,1,1,2,48,Alava,Española,2,TécnicoEspecialista
2,1,3,2,4,4,3.33333333333333,2.83333333333333,2.6,1,1,2,4,3,5,4,3,3,4,3,3,3,4,3,4,4,2,3,1,1,1,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,38,LasPalmas,Española,2,Administrativo/Vigilante
2,1,3,2,4,4,3.33333333333333,2.83333333333333,2.6,1,1,2,4,3,5,4,3,3,4,3,3,3,4,3,4,4,2,3,1,1,1,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,38,LasPalmas,Española,2,Administrativo/Vigilante
2,1,3,2,5,4,3.83333333333333,2,2.8,1,1,2,4,1,5,6,3,4,3,3,4,5,4,2,2,2,2,2,2,1,1,2,1,4,4,3,1,1,1,1,1,1,1,1,1,2,1,34,LasPalmas,Española,3,Administrativa
2,1,3,2,4,3,3.83333333333333,2.66666666666667,2.8,1,1,2,5,2,5,5,2,3,4,4,4,4,4,2,4,3,2,3,2,1,1,4,2,4,3,1,1,1,1,1,1,1,1,1,3,2,2,51,LasPalmas,Española,1,Dependienta
2,1,3,2,5,5,4.5,3,2.8,1,1,1,4,2,6,5,3,3,4,5,5,5,5,3,3,3,3,3,3,1,1,3,3,3,4,1,1,1,1,1,1,1,1,1,1,3,1,40,Córdoba,española,2,adm
2,1,3,1,5,5,4.66666666666667,3.2,2.8,1,1,2,4,2,5,5,3,4,5,5,5,4,5,3,,4,3,3,3,1,1,3,2,4,2,3,1,1,1,1,1,1,1,1,1,3,0,44,Alava,Española,2,AuxiliardeEnfermería
1,1,3,2,6,6,4,3.83333333333333,2.8,1,1,1,5,1,6,6,2,3,3,4,5,4,5,3,5,5,3,3,4,1,1,3,2,4,3,2,1,1,1,1,1,1,1,1,1,3,2,45,Valladolid,española,2,montadorcocinas
