Participantsex,Leadersex,Group,Typeofcompany,Maniexp1,Maniexp2,VARCOMPETENCE,VARWARMTH,VARADMIRATION,VARENVY,VARDISGUST,VARRECASSESSMENT,VARRECREPLACEMENTLEADER,VARRECRESPONSAATRIB,Assessmentleader,Responsaatribu,Replacementleader,Competent,Confident,Capable,Efficient,Intelligent,Skilful,Friendly,Wellintentioned,Trustworthy,Warm,Goodnatured,Sincere,Jealous,Envious,Admiring,Proud,Respectful,Inspired,Uneasy,Angry,Desprecio,Resentful,Molestia,Disgusted,Hateful,Frustrated,Ashamed,Pity,Simpaty,Maritalstatus,Age,Province,Nationality,Levelofeducation,Profession
2,1,3,1,6,4,2.5,2.33333333333333,3,1,1,2,3,1,5,6,4,2,3,3,2,3,2,3,3,2,2,2,2,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,1,27,LasPalmas,española,1,agricultura
1,1,3,1,6,6,6,2.66666666666667,3,1,1,1,6,1,6,6,1,6,6,6,6,6,6,2,4,4,2,2,2,1,1,4,3,3,3,2,1,1,1,1,1,1,1,1,1,2,2,45,Vizcaya,española,5,informático
1,1,3,2,6,6,4.83333333333333,3.8,3,1,1,2,4,2,5,5,3,5,5,5,5,4,5,3,4,5,,3,4,1,1,3,2,4,4,2,1,1,1,1,1,1,1,1,1,3,2,47,Huelva,española,4,aux.mantto.
1,1,3,2,5,5,5,4,3,1,1,2,5,3,5,4,2,5,5,5,5,5,5,4,4,4,4,4,4,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,35,Porfavorseleccionaprovincia,,2,COORDINADORTELEMARKETING
2,1,3,2,4,5,4.66666666666667,2.66666666666667,3.2,1,1,2,4,3,5,4,3,5,3,4,6,5,5,2,5,3,2,2,2,1,1,5,1,5,4,1,1,1,1,1,1,1,1,1,1,3,1,26,Valladolid,española,6,enfermera
2,1,3,2,4,5,4.66666666666667,2.66666666666667,3.2,1,1,2,4,3,5,4,3,5,3,4,6,5,5,2,5,3,2,2,2,1,1,5,1,5,4,1,1,1,1,1,1,1,1,1,1,3,1,26,Valladolid,española,6,enfermera
1,1,3,2,6,5,5.33333333333333,2.83333333333333,3.2,1,1,2,5,2,5,5,2,6,5,5,6,5,5,3,3,3,3,3,2,1,1,5,4,3,3,1,1,1,1,1,1,1,1,1,1,3,1,27,Madrid,Española,4,IngenieroTelecomunicaciones
1,1,3,2,6,5,5.33333333333333,2.83333333333333,3.2,1,1,2,5,2,5,5,2,6,5,5,6,5,5,3,3,3,3,3,2,1,1,5,4,3,3,1,1,1,1,1,1,1,1,1,1,3,1,27,Madrid,Española,4,IngenieroTelecomunicaciones
1,1,3,2,6,5,4,3,3.2,1,1,1,5,3,6,4,2,5,4,4,4,3,4,3,3,3,3,3,3,1,1,5,1,4,4,2,1,1,1,1,1,1,1,1,1,3,1,33,Zamora,ESPAÑOLA,5,Comercial
1,1,3,2,6,5,4.66666666666667,3,3.2,1,1,3,3,2,4,5,4,5,5,5,4,4,5,3,3,3,3,3,3,1,1,3,3,3,4,3,1,1,1,1,1,1,1,1,1,3,2,47,Porfavorseleccionaprovincia,Española,4,Aux.Mantto.
2,1,3,1,6,6,4.5,2.5,3.4,1,1,2,4,2,5,5,3,5,5,4,5,3,5,2,3,3,2,2,3,1,1,4,3,5,4,1,1,1,1,1,1,1,1,1,1,3,1,23,León,Española,3,Cuidadoradeniños
2,1,3,1,4,4,4.33333333333333,3.4,3.4,1,1,3,5,3,4,4,2,4,4,4,4,5,5,3,5,,3,3,3,1,,4,3,4,4,2,1,1,1,1,1,1,1,,1,2,1,32,Toledo,ESPAÑOLA,4,ADMINISTRACION
2,1,3,2,5,4,4.16666666666667,3.5,3.4,1,1,3,2,6,4,1,5,5,5,3,3,5,4,3,4,3,3,4,4,1,1,4,3,4,3,3,1,1,1,1,1,1,1,1,1,3,2,53,Valladolid,española,4,maestra
2,1,3,2,5,4,4.16666666666667,3.5,3.4,1,1,3,2,6,4,1,5,5,5,3,3,5,4,3,4,3,3,4,4,1,1,4,3,4,3,3,1,1,1,1,1,1,1,1,1,3,2,53,Valladolid,española,4,maestra
2,1,3,2,6,4,4.33333333333333,3.5,3.4,1,1,2,5,1,5,6,2,4,5,4,5,4,4,3,4,5,3,3,3,1,1,4,2,4,4,3,1,1,1,1,1,1,1,1,1,3,2,44,Valladolid,española,3,administrativa
2,1,3,2,6,4,4.33333333333333,3.5,3.4,1,1,2,5,1,5,6,2,4,5,4,5,4,4,3,4,5,3,3,3,1,1,4,2,4,4,3,1,1,1,1,1,1,1,1,1,3,2,44,Valladolid,española,3,administrativa
1,1,3,2,6,5,4.66666666666667,3.16666666666667,3.6,1,1,1,1,1,6,6,6,4,5,4,5,5,5,3,4,4,2,2,4,1,1,4,4,4,4,2,1,1,1,1,1,1,1,1,1,3,3,55,ACoruña,ESPAÑOLA,2,ELECTRICISTA
2,1,3,2,5,4,5,2.83333333333333,3.8,1,1,1,5,1,6,6,2,5,5,5,5,5,5,2,3,3,2,2,5,1,1,5,4,4,4,2,1,1,1,1,1,1,1,1,1,4,2,37,ACoruña,Española,4,Supervisora
2,1,3,2,6,6,4.33333333333333,3,3.8,1,1,1,5,2,6,5,2,4,4,4,5,4,5,3,3,3,3,3,3,1,1,4,4,4,4,3,1,1,1,1,1,1,1,1,1,3,1,48,Madrid,española,4,enfermera
2,1,3,2,5,3,5.5,4.66666666666667,3.8,1,1,1,6,2,6,5,1,5,4,6,6,6,6,5,6,5,4,4,4,1,1,5,1,5,4,4,1,1,1,1,1,1,1,1,1,5,2,54,Valladolid,española,4,personaldeservicios
2,1,3,2,5,3,5.5,4.66666666666667,3.8,1,1,1,6,2,6,5,1,5,4,6,6,6,6,5,6,5,4,4,4,1,1,5,1,5,4,4,1,1,1,1,1,1,1,1,1,5,2,54,Valladolid,española,4,profesionaldeservicios
1,1,3,2,5,5,4.66666666666667,3.16666666666667,4,1,1,1,3,3,6,4,4,5,5,5,5,5,3,3,4,3,3,3,3,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,4,2,48,Córdoba,española,3,funcionario
1,1,3,2,4,5,4.83333333333333,4,4.2,1,1,2,6,1,5,6,1,4,4,5,5,5,6,3,6,3,5,4,3,1,1,5,4,6,5,1,1,1,1,1,1,1,1,1,1,4,2,50,Valladolid,española,1,comercial
1,1,3,2,6,5,4.83333333333333,3.66666666666667,4.4,1,1,1,4,1,6,6,3,5,5,5,5,4,5,3,3,5,3,3,5,1,1,4,4,5,5,4,1,1,1,1,1,1,1,1,1,5,1,44,ACoruña,ESPAÑOLA,3,teleoperador
2,1,3,2,5,5,4.66666666666667,4.16666666666667,4.6,1,1,2,4,3,5,4,3,5,4,5,4,5,5,3,5,5,4,4,4,1,1,5,4,5,5,4,1,1,1,1,1,1,1,1,1,5,2,40,Madrid,Española,5,Abogada
1,1,3,2,4,5,4.83333333333333,3.83333333333333,5,1,1,2,6,1,5,6,1,4,4,5,5,5,6,3,5,3,5,4,3,1,1,5,4,6,5,5,1,1,1,1,1,1,1,1,1,4,2,50,Valladolid,española,1,
1,1,3,2,4,5,5,5,5,1,1,1,6,1,6,6,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,2,43,Córdoba,española,1,funcionarioministeriointerior
2,1,3,2,6,5,5.33333333333333,5,5.2,1,1,1,6,1,6,6,1,5,5,6,6,5,5,5,6,4,5,5,5,1,1,5,5,6,6,4,1,1,1,1,1,1,1,1,1,5,4,42,Valencia,Española,3,Varias
1,1,3,2,6,6,6,5.16666666666667,5.8,1,1,1,6,1,6,6,1,6,6,6,6,6,6,5,5,6,5,5,5,1,1,6,6,6,6,5,1,1,1,1,1,1,1,1,1,,1,38,Valencia,española,3,Comercial
2,1,3,2,4,4,4,2.16666666666667,2,1.5,1,2,5,2,5,5,2,4,5,4,4,3,4,2,2,2,2,3,2,1,2,3,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,29,Toledo,spañola,4,AnalistaProgramador
1,1,3,2,5,5,3.66666666666667,2.66666666666667,2,1.5,1,2,4,4,5,3,3,3,5,3,4,4,3,2,2,3,3,3,3,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,52,Huesca,española,3,
1,1,3,2,5,4,4,2.5,2.6,1.5,1,2,4,3,5,4,3,3,3,4,4,5,5,3,3,3,2,2,2,1,2,3,2,3,3,2,1,1,1,1,1,1,1,1,2,4,2,,ESPAÑOLA,40,1,
1,1,3,2,6,5,3.5,2.66666666666667,2.6,1.5,1,2,4,2,5,5,3,3,3,4,4,4,3,2,3,4,2,2,3,2,1,3,3,3,2,2,1,1,1,1,1,1,1,1,1,3,2,34,Toledo,española,4,ARQUITECTOTECNICO
2,1,3,2,4,6,3.83333333333333,4,2.8,1.5,1,1,6,2,6,5,1,3,4,4,4,4,4,5,5,4,3,4,3,1,2,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,33,Madrid,ESPAÑOLA,2,INFORMATICO
2,1,3,2,4,4,3.33333333333333,2.83333333333333,3,1.5,1,1,5,2,6,5,2,4,4,3,4,3,2,3,3,4,2,2,3,1,2,4,2,4,3,2,1,1,1,1,1,1,1,1,1,3,1,38,Zamora,ESPAÑOLA,4,INGENIERATECNICAAGRICOLA
2,1,3,2,6,5,5,3,3.4,1.5,1,1,5,1,6,6,2,5,5,5,5,5,5,3,3,3,2,3,4,1,2,3,3,4,4,3,1,1,1,1,1,1,1,1,1,4,1,35,ACoruña,Española,5,administrativa//RRHH
2,1,3,2,6,6,5,3,3.6,1.5,1,1,4,1,6,6,3,5,5,5,5,5,5,4,3,3,2,2,4,1,2,4,4,4,4,2,1,1,1,1,1,1,1,1,1,3,2,58,ACoruña,Española,1,
1,1,3,2,6,5,4.33333333333333,3.33333333333333,3.8,1.5,1,2,5,2,5,5,2,4,4,4,5,4,5,4,3,4,2,4,3,1,2,4,3,5,4,3,1,1,1,1,1,1,1,1,1,4,2,44,Zamora,española,4,Empresario
1,1,3,2,5,3,3.83333333333333,1.66666666666667,2.6,2,1,1,4,2,6,5,3,3,3,3,4,5,5,2,2,2,1,1,2,2,2,3,2,3,3,2,1,1,1,1,1,1,1,1,1,3,2,44,LasPalmas,Española,3,ResponsableAdministración
2,1,3,2,4,4,4,3.33333333333333,2.75,2,1,2,5,2,5,5,2,4,4,4,4,4,4,4,4,4,2,3,3,1,3,4,4,,2,1,1,1,1,1,1,1,1,1,1,4,4,52,Valladolid,española,4,enfermera
2,1,3,2,6,5,5,3,2.8,2,1,2,5,2,5,5,2,5,5,5,5,5,5,3,2,4,2,4,3,1,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,4,1,29,Huesca,española,4,psicologa
2,1,3,2,6,6,4.33333333333333,2.33333333333333,3,2,1,1,4,1,6,6,3,5,4,4,4,4,5,2,3,2,2,2,3,1,3,4,4,4,2,1,1,1,1,1,1,1,1,1,1,4,2,63,ACoruña,Española,1,limpieza
1,1,3,2,6,6,5,4.16666666666667,3,2,1,1,3,1,6,6,4,5,5,5,5,5,5,5,4,5,3,4,4,2,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,,1,40,Huesca,española,4,celador
1,1,3,1,3,4,4.66666666666667,3.33333333333333,3.6,2,1,2,5,2,5,5,2,5,4,5,5,4,5,3,4,4,3,3,3,2,2,4,3,4,4,3,1,1,1,1,1,1,1,1,1,4,1,44,LasPalmas,española,4,administracion
2,1,3,2,5,5,4,3.16666666666667,3.8,2,1,2,4,2,5,5,3,4,4,4,4,4,4,3,3,4,3,3,3,2,2,4,4,4,4,3,1,1,1,1,1,1,1,1,1,,1,28,Zaragoza,Española,2,Cocinera
1,1,3,2,4,5,5,3.83333333333333,3.8,2,1,1,5,2,6,5,2,5,5,5,5,5,5,4,5,5,3,3,3,2,2,4,3,5,5,2,1,1,1,1,1,1,1,1,1,4,4,52,Salamanca,española,4,funcionario
1,1,3,2,5,4,5.5,3.5,2.8,2.5,1,1,6,2,6,5,1,5,6,5,5,6,6,4,4,5,3,3,2,1,4,4,2,3,4,1,1,1,1,1,1,1,1,1,1,3,2,50,Porfavorseleccionaprovincia,español,4,funcionario
2,1,3,2,4,3,3.66666666666667,3,3.2,2.5,1,3,5,3,4,4,2,3,4,4,4,3,4,3,3,3,2,3,4,2,3,3,3,4,4,2,1,1,1,1,1,1,1,1,1,4,2,62,Avila,espalola,4,funcionaria
1,1,3,1,5,5,3.5,3.5,4.8,2.5,1,2,5,2,5,5,2,3,4,3,3,4,4,4,3,3,3,4,4,3,2,5,4,6,6,3,1,1,1,1,1,1,1,1,1,4,1,,Española,23,1,
2,1,3,2,5,5,3.83333333333333,4.16666666666667,3,3,1,2,4,2,5,5,3,3,4,4,4,4,4,5,4,3,4,5,4,1,5,1,1,5,4,4,1,1,1,1,1,1,1,1,1,5,2,47,Zamora,47,4,Empresaria
2,1,3,1,6,5,4.83333333333333,3,3.2,3,1,3,6,1,4,6,1,5,3,5,6,5,5,3,3,3,3,3,3,3,3,4,1,4,4,3,1,1,1,1,1,1,1,1,1,3,2,,Español,54,1,1
1,1,3,2,5,5,4.33333333333333,3,3.5,3,1,2,6,3,5,4,1,4,3,5,5,4,5,3,3,3,3,3,3,1,5,,4,4,3,3,1,1,1,1,1,1,1,1,1,4,2,48,Córdoba,Españaola,3,funcionario
1,1,3,2,5,6,5,4.33333333333333,4,3,1,1,6,1,6,6,1,5,5,5,5,5,5,4,5,5,3,4,5,3,,4,3,5,5,3,1,1,1,1,1,1,1,1,1,5,1,23,Salamanca,española,3,relacionespúblicas
1,1,3,2,5,4,4,2.5,3,3.5,1,1,5,2,6,5,2,5,4,3,5,3,4,2,3,3,2,2,3,3,4,4,4,3,2,2,1,1,1,1,1,1,1,1,1,2,1,33,Zamora,ESPAÑOLA,4,VETERINARIO
1,1,3,2,4,4,4,1.33333333333333,1.2,1,1.14285714285714,2,4,3,5,4,3,4,4,4,4,4,4,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,44,Huesca,española,2,mecanico
2,1,3,2,6,6,4,3.83333333333333,3,1,1.14285714285714,1,5,1,6,6,2,4,4,4,4,4,4,5,5,5,2,2,4,1,1,3,3,3,3,3,1,1,1,1,1,1,2,1,1,4,0,30,Huesca,española,4,
2,1,3,2,3,3,3.66666666666667,2.83333333333333,3.6,1,1.14285714285714,3,5,2,4,5,2,3,4,3,4,3,5,2,3,3,3,2,4,1,1,4,4,5,2,3,1,1,1,1,1,1,2,1,1,3,2,47,Zamora,Española,2,camarero
1,1,3,2,3,5,4.5,2.83333333333333,3.6,1.5,1.14285714285714,1,5,2,6,5,2,4,5,5,5,5,3,3,2,4,2,2,4,1,2,4,3,5,4,2,1,1,1,1,1,1,2,1,1,4,1,25,Salamanca,Española,4,Enfermero
2,1,3,2,6,6,6,4.33333333333333,4.8,2.5,1.14285714285714,1,4,1,6,6,3,6,6,6,6,6,6,4,4,6,3,4,5,2,3,5,5,5,5,4,1,1,1,1,1,1,2,1,2,5,2,35,Huesca,española,3,
2,1,3,1,5,4,4.16666666666667,3.16666666666667,4.2,3,1.14285714285714,1,4,2,6,5,3,4,4,4,3,5,5,3,5,4,2,2,3,3,3,6,4,5,4,2,1,1,1,1,1,1,2,1,1,3,2,34,Murcia,española,3,auxiliaradministrativa
2,1,3,2,6,5,5.33333333333333,3.66666666666667,3.8,4,1.14285714285714,1,5,1,6,6,2,5,6,5,6,5,5,3,3,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,2,1,1,4,1,28,Baleares,ESPAÑOLA,4,AZAFATA
2,1,3,1,3,2,3.16666666666667,2.66666666666667,1.8,1,1.28571428571429,3,3,4,4,3,4,3,3,3,3,3,4,2,4,3,2,2,3,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,1,30,Murcia,española,2,higienistadental
2,1,3,2,3,3,2.83333333333333,1.5,1.8,1.5,1.28571428571429,4,5,4,3,3,2,3,3,3,3,2,3,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,28,Avila,española,3,administrativa
1,1,3,2,4,4,4,2,1.4,2,1.28571428571429,3,5,2,4,5,2,4,4,4,4,4,4,3,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,24,Murcia,Española,3,Meteorólogo
1,1,3,2,4,3,4.5,3.66666666666667,3.2,2,1.28571428571429,2,5,2,5,5,2,4,5,5,5,3,5,3,5,4,3,3,4,2,2,3,3,4,4,2,1,1,1,1,1,1,3,3,2,4,2,35,Avila,española,3,empresario
2,1,3,2,5,5,5,4.16666666666667,4,2.5,1.28571428571429,1,6,2,6,5,1,5,5,5,5,5,5,3,5,5,3,4,5,2,3,5,3,5,5,2,1,1,1,1,1,1,3,1,1,4,1,22,Salamanca,española,3,
2,1,3,2,1,1,2,2,1.2,1,1.42857142857143,5,6,4,2,3,1,2,2,2,1,2,3,2,2,3,2,2,1,,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,53,Zamora,española,4,asistentesocial-constructora
1,1,3,2,4,2,3.66666666666667,2.5,1.2,1,1.42857142857143,2,4,3,5,4,3,3,4,4,4,3,4,3,2,2,3,3,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,48,Huesca,española,1,cartero
2,1,3,2,4,3,3,2.33333333333333,2.2,2.5,1.42857142857143,4,4,3,3,4,3,4,3,3,3,2,3,2,2,2,2,3,3,3,2,3,2,2,3,1,1,1,1,2,2,1,2,1,1,3,1,24,Salamanca,española,3,
1,1,3,2,3,1,1.66666666666667,1,1.4,1,1.57142857142857,3,4,6,4,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,1,1,1,1,1,4,1,2,34,LasPalmas,Española,3,Asesorlaboral
1,1,3,2,3,1,1.66666666666667,1,1.4,1,1.57142857142857,3,4,6,4,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,1,1,1,1,1,4,1,2,34,LasPalmas,Española,3,Asesorlaboral
1,1,3,2,3,3,3.33333333333333,2.33333333333333,2.4,1,1.57142857142857,3,5,4,4,3,2,3,3,3,3,4,4,4,2,2,1,3,2,1,1,3,2,3,2,2,2,1,1,2,2,1,2,1,1,2,2,39,ACoruña,Española,2,Soldador
1,1,3,2,5,5,4.16666666666667,3,2.8,2,1.57142857142857,1,4,2,6,5,3,4,4,4,5,4,4,2,4,4,3,3,2,2,2,4,2,3,3,2,1,2,2,2,2,1,1,2,,2,1,28,Madrid,España,3,camarero.azafato.promotor
2,1,3,2,4,6,4.66666666666667,1,1.4,1,1.71428571428571,1,6,1,6,6,1,4,4,5,6,3,6,1,1,1,1,1,1,1,1,2,1,2,1,1,3,2,1,2,2,1,1,1,1,1,1,47,Baleares,ESPAÑOLA,4,ADMINISTRATIVO
1,1,3,2,5,3,3.5,2,1.4,1,1.71428571428571,4,5,4,3,3,2,4,4,3,4,3,3,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,3,1,3,3,3,2,2,49,Baleares,ESPAÑOLA,3,ORDENANZA
2,1,3,2,5,5,4.16666666666667,3,4,1.5,2,3,5,4,4,3,2,4,4,4,5,4,4,3,3,3,3,3,3,1,2,4,4,4,5,3,2,2,2,2,2,2,2,2,2,4,1,23,Córdoba,ESPAÑOLA,4,
2,1,3,1,3,5,3,3,3.8,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,5,4,5,2,2,2,2,2,3,1,2,1,1,2,2,40,Cádiz,ESPAÑOLA,2,AUXILIARGERIATRICA
2,1,3,2,2,2,2,2,1,1,2.14285714285714,5,4,3,2,4,3,2,3,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,1,1,3,3,1,3,3,1,1,4,64,Madrid,española,4,MarketingPublicidad
2,1,3,2,5,5,5,2.16666666666667,2.8,4,2.42857142857143,1,5,2,6,5,2,5,5,5,5,5,5,2,2,3,2,2,2,4,4,3,2,3,4,2,3,2,2,2,3,2,3,2,,1,2,47,Baleares,ESPAÑOLA,3,
1,1,3,2,5,4,4,3,2.4,1.5,2.71428571428571,5,4,3,2,4,3,3,4,3,5,5,4,6,2,2,2,5,1,2,1,3,3,3,2,1,4,4,3,3,3,1,1,1,1,1,1,27,Valladolid,Española,5,
1,1,3,2,5,5,5.33333333333333,3.66666666666667,3.6,3.5,2.71428571428571,2,4,2,5,5,3,5,6,6,5,5,5,3,4,6,3,4,2,3,4,5,3,4,3,3,2,1,3,4,4,1,4,2,1,1,2,55,Valladolid,española,3,informatico
1,1,3,2,5,5,5.33333333333333,3.66666666666667,3.6,3.5,2.71428571428571,2,4,2,5,5,3,5,6,6,5,5,5,3,4,6,3,4,2,3,4,5,3,4,3,3,2,1,3,4,4,1,4,2,1,1,2,55,Valladolid,española,3,informatico
1,1,3,2,6,6,6,4.16666666666667,5.8,1,2.85714285714286,1,3,1,6,6,4,6,6,6,6,6,6,4,6,6,4,4,1,1,1,6,6,6,6,5,3,3,4,4,2,2,2,1,1,3,1,55,LasPalmas,Española,3,ProfesordeDanzaClásica/Bailarín
2,1,3,2,2,3,3.5,2,1.2,1,3.14285714285714,2,4,3,5,4,3,4,4,4,2,3,4,2,1,3,2,3,1,1,1,1,1,2,1,1,6,3,1,3,3,1,5,5,5,1,2,50,Huesca,española,2,hosteleria
2,1,3,1,5,5,2.66666666666667,1.83333333333333,1,1,3.85714285714286,2,4,5,5,2,3,2,3,2,2,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,2,0,44,Madrid,ESPAÑOLA,4,ABOGADA
2,1,3,2,4,3,4,2.66666666666667,3.4,3.5,4.42857142857143,2,5,4,5,3,2,2,3,5,5,3,6,2,4,4,2,2,2,2,5,3,5,4,3,2,2,6,5,5,5,6,2,2,2,6,2,38,LasPalmas,Española,3,Administración
2,2,4,2,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,99,Alava,Bangladesh,1,
1,2,4,2,1,1,1.33333333333333,1,1,1,1,6,1,6,1,1,6,1,2,2,1,1,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,55,Madrid,española,4,economista
1,2,4,2,5,4,3,3,1,1,1,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,42,Madrid,Española,4,Telecomunicaciones
1,2,4,2,4,5,3.83333333333333,3,1,1,1,1,4,3,6,4,3,4,4,3,3,5,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,42,Madrid,ESP,3,
1,2,4,2,4,3,3.16666666666667,3.33333333333333,1,1,1,4,5,3,3,4,2,3,4,3,3,3,3,3,5,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,69,Madrid,ESPAÑOLA,1,AGENTEDESEGUROS
1,2,4,2,5,5,4,2,1.4,1,1,1,5,1,6,6,2,4,4,5,5,3,3,1,2,3,1,2,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,37,Madrid,Española,2,Empresario
1,2,4,2,4,5,3,3,1.4,1,1,2,4,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,44,Cáceres,Española,4,Informatico
2,2,4,2,5,4,4.16666666666667,3,1.4,1,1,2,5,3,5,4,2,5,4,4,5,3,4,3,3,3,3,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,23,Madrid,española,5,tecnicolaboratorio
1,2,4,1,2,5,3.33333333333333,2,1.6,1,1,4,6,6,3,1,1,3,5,3,2,4,3,2,2,2,2,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,46,Madrid,Española,4,Administrativo
2,2,4,2,6,5,3.66666666666667,2,1.6,1,1,2,1,1,5,6,6,4,3,3,5,3,4,2,2,2,2,2,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,26,Madrid,española,3,dependienta
1,2,4,2,4,4,4.83333333333333,2,1.6,1,1,2,3,3,5,4,4,5,4,5,5,5,5,1,4,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,53,Barcelona,Española,4,informatico
1,2,4,2,6,5,5,2.16666666666667,1.6,1,1,2,5,1,5,6,2,5,4,6,5,5,5,2,3,3,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,32,Alicante,ESPAÑOLA,2,OPERARIODEMÁQUINA
2,2,4,2,3,4,2.66666666666667,3.16666666666667,1.6,1,1,3,4,4,4,3,3,2,3,2,3,3,3,3,4,3,3,3,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,35,Madrid,ESPAÑOLA,4,ADMINISTRATIVO/COMERCIAL
1,2,4,2,5,5,4,3.5,1.6,1,1,2,3,2,5,5,4,4,4,4,4,4,4,4,3,4,3,4,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,4,53,Barcelona,Española,4,informatico
1,2,4,2,5,5,4,3.5,1.6,1,1,2,3,2,5,5,4,4,4,4,4,4,4,4,3,4,3,4,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,4,53,Barcelona,Española,4,informatico
2,2,4,2,6,5,4.66666666666667,2.83333333333333,1.8,1,1,2,3,1,5,6,4,4,6,4,5,4,5,3,4,2,3,3,2,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,36,Madrid,Española,3,
1,2,4,2,2,4,3.66666666666667,3,1.8,1,1,2,5,2,5,5,2,4,4,3,3,4,4,4,2,4,2,4,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,37,Madrid,Española,4,IngenierodeCaminos
1,2,4,2,5,5,5.5,2.33333333333333,2,1,1,2,5,1,5,6,2,6,4,6,6,6,5,1,3,4,1,2,3,1,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,24,Alicante,ESPAÑOLA,2,PELUQUERO
1,2,4,2,5,5,4,2.66666666666667,2,1,1,2,5,2,5,5,2,4,4,4,4,4,4,2,4,4,2,2,2,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,35,Cuenca,ESPAÑOLA,4,
